DB00334,Olanzapine,BE0000451;BE0000756;BE0000020;BE0000145;BE0000581;BE0000389;BE0000291;BE0000797;BE0000659;BE0000476;BE0000533;BE0000311;BE0000945;BE0000650;BE0000442;BE0000501;BE0000575;BE0000289;BE0000572;BE0000342;BE0000092;BE0000560;BE0000045;BE0000405;BE0000247;BE0000393;BE0004688;BE0004889;BE0000112;BE0000146;BE0004797;BE0004872;BE0004915;BE0004916
DB00335,Atenolol,BE0000172;BE0000694
DB00336,Nitrofural,BE0000768;BE0000298;BE0000056;BE0000805
DB00337,Pimecrolimus,BE0002386;BE0000695
DB00338,Omeprazole,BE0000349;BE0003721
DB00339,Pyrazinamide,BE0004848
DB00340,Metixene,BE0000092;BE0000405;BE0000247;BE0000560;BE0000045
DB00341,Cetirizine,BE0000442
DB00343,Diltiazem,BE0000679
DB00344,Protriptyline,BE0000486;BE0000749
DB00345,Aminohippuric acid,
DB00346,Alfuzosin,BE0000501;BE0000575;BE0000715;BE0000090
DB00347,Trimethadione,BE0000483
DB00348,Nitisinone,BE0000455
DB00349,Clobazam,BE0004797
DB00350,Minoxidil,BE0000644;BE0000017;BE0000270
DB00351,Megestrol acetate,BE0000557;BE0000794
DB00352,Tioguanine,BE0004796
DB00353,Methylergometrine,BE0000020;BE0000393
DB00354,Buclizine,BE0000442;BE0000092
DB00355,Aztreonam,BE0000790;BE0001444
DB00356,Chlorzoxazone,BE0000553
DB00357,Aminoglutethimide,BE0002090;BE0003537
DB00358,Mefloquine,BE0004805;BE0000130;BE0000924
DB00359,Sulfadiazine,BE0002360
DB00360,Sapropterin,BE0000753;BE0000263;BE0000614;BE0000121
DB00361,Vinorelbine,BE0000143
DB00362,Anidulafungin,BE0004669
DB00363,Clozapine,BE0000756;BE0000451;BE0000020;BE0000581;BE0000389;BE0000291;BE0000797;BE0000659;BE0000476;BE0000533;BE0000311;BE0000945;BE0000650;BE0000442;BE0000146;BE0000501;BE0000575;BE0000289;BE0000572;BE0000342;BE0000092;BE0000560;BE0000045;BE0000405;BE0000247;BE0000666;BE0000814
DB00364,Sucralfate,BE0004791;BE0001015;BE0000953;BE0000538;BE0002091;BE0002092
DB00366,Doxylamine,BE0000442;BE0000092;BE0003848
DB00367,Levonorgestrel,BE0000557;BE0000539;BE0000123;BE0000132;BE0000685
DB00368,Norepinephrine,BE0000501;BE0000575;BE0000715;BE0000289;BE0000572;BE0000342;BE0000172;BE0000694;BE0001012;BE0000753;BE0000118;BE0004674
DB00369,Cidofovir,BE0000343
DB00370,Mirtazapine,BE0000451;BE0000311;BE0000289;BE0000533;BE0000632;BE0000442;BE0000342;BE0000650;BE0004863;BE0000756;BE0000581;BE0000486;BE0000749;BE0000647;BE0000393;BE0004889;BE0000968;BE0000501;BE0000172;BE0000694
DB00371,Meprobamate,BE0000795;BE0000381;BE0000523;BE0000478;BE0000471;BE0000764;BE0004797
DB00373,Timolol,BE0000172;BE0000694;BE0001248
DB00374,Treprostinil,BE0000475;BE0001007;BE0000110
DB00375,Colestipol,BE0004809
DB00376,Trihexyphenidyl,BE0000092;BE0000560;BE0000045;BE0000405;BE0000247
DB00377,Palonosetron,BE0000311
DB00378,Dydrogesterone,BE0000557
DB00379,Mexiletine,BE0000197;BE0003721
DB00380,Dexrazoxane,BE0000742;BE0002425
DB00381,Amlodipine,BE0000430;BE0000691;BE0002354;BE0002359;BE0002355;BE0002226;BE0003563;BE0003564;BE0000267;BE0000973
DB00383,Oxyphencyclimine,BE0000045;BE0000092;BE0000560
DB00384,Triamterene,BE0000497;BE0000190;BE0000024;BE0000495
DB00385,Valrubicin,BE0004796;BE0000742
DB00387,Procyclidine,BE0000092;BE0000560;BE0000405;BE0000045
DB00388,Phenylephrine,BE0000501;BE0000575;BE0000715
DB00389,Carbimazole,BE0000507
DB00390,Digoxin,BE0000732
DB00391,Sulpiride,BE0000756;BE0000581;BE0000322;BE0003625
DB00392,Ethopropazine,BE0000092;BE0000641;BE0000560
DB00393,Nimodipine,BE0000430;BE0002359;BE0002357;BE0002355;BE0000303;BE0002354;BE0002358;BE0002356;BE0000668;BE0003721
DB00394,Beclomethasone dipropionate,BE0000794
DB00395,Carisoprodol,BE0000795;BE0002346;BE0003592
DB00396,Progesterone,BE0000557;BE0000123;BE0000668;BE0000344;BE0000632;BE0000956;BE0000925;BE0000794;BE0000132;BE0000685
DB00397,Phenylpropanolamine,BE0000020;BE0000172;BE0000694;BE0004864
DB00398,Sorafenib,BE0000634;BE0000036;BE0000023;BE0000369;BE0000147;BE0000205;BE0000453;BE0002131;BE0002411;BE0000029
DB00399,Zoledronic acid,BE0000776;BE0003570;BE0004801
DB00400,Griseofulvin,BE0000283;BE0000646;BE0004660
DB00401,Nisoldipine,BE0000430;BE0000691;BE0002354;BE0002359;BE0002355
DB00402,Eszopiclone,BE0000795;BE0000381;BE0000523;BE0000471;BE0000736;BE0004797
DB00403,Ceruletide,BE0000402
DB00404,Alprazolam,BE0004797
DB00405,Dexbrompheniramine,BE0000442
DB00406,Gentian Violet,BE0004796
DB00407,Ardeparin,BE0000280;BE0000775
DB00408,Loxapine,BE0000756;BE0000020;BE0000451;BE0000533;BE0000291;BE0000797;BE0000659;BE0000476;BE0000311;BE0004688;BE0000945;BE0000650;BE0000501;BE0000575;BE0000289;BE0000572;BE0000342;BE0000172;BE0000092;BE0000560;BE0000045;BE0000405;BE0000247;BE0004889;BE0000581;BE0000389;BE0000145;BE0000442;BE0000112;BE0000146;BE0000749;BE0000486;BE0000647
DB00409,Remoxipride,BE0000756;BE0000389;BE0000581;BE0000451;BE0000156
DB00410,Mupirocin,BE0000804
DB00411,Carbachol,BE0000092;BE0000560;BE0000738;BE0000426;BE0000045;BE0000405
DB00412,Rosiglitazone,BE0000215;BE0000996;BE0000071;BE0001007;BE0000412;BE0000078;BE0000707
DB00413,Pramipexole,BE0000581;BE0000756;BE0000389;BE0000572;BE0000291;BE0000659;BE0000289;BE0000797;BE0000451;BE0000393;BE0000533;BE0000342;BE0000020;BE0000145
DB00415,Ampicillin,BE0004644;BE0004335;BE0004643;BE0004290;BE0003624;BE0001018;BE0001134;BE0003379
DB00417,Phenoxymethylpenicillin,BE0000576;BE0003618;BE0000744;BE0001304;BE0001018
DB00418,Secobarbital,BE0000795;BE0000381;BE0000523;BE0000478;BE0000471;BE0000764;BE0000849;BE0002341;BE0000829;BE0000826;BE0004956
DB00419,Miglustat,BE0000477
DB00420,Promazine,BE0000756;BE0000451;BE0000533;BE0000020;BE0000389;BE0000405;BE0000560;BE0000045;BE0000092;BE0000575;BE0000247;BE0000501;BE0000442;BE0000715
DB00421,Spironolactone,BE0000668;BE0000132;BE0000557;BE0000794;BE0003542;BE0004886;BE0004885;BE0004887;BE0000685;BE0004902;BE0004911;BE0000956
DB00422,Methylphenidate,BE0000647;BE0000486;BE0000749
DB00423,Methocarbamol,BE0000267
DB00424,Hyoscyamine,BE0000092;BE0000560;BE0000045;BE0000405
DB00425,Zolpidem,BE0000795;BE0000381;BE0000523;BE0002345;BE0003592
DB00426,Famciclovir,BE0000308;BE0000633
DB00427,Triprolidine,BE0000442
DB00428,Streptozocin,BE0004796;BE0001045;BE0004258;BE0005827
DB00429,Carboprost Tromethamine,BE0000064
DB00430,Cefpiramide,BE0002393;BE0000488;BE0003686;BE0003687;BE0003685;BE0000588;BE0003577
DB00431,Lindane,BE0002344;BE0000433;BE0000745;BE0000414;BE0000055;BE0002345;BE0000129;BE0000557;BE0000123;BE0000956
DB00432,Trifluridine,BE0000324;BE0004796
DB00433,Prochlorperazine,BE0000756
DB00434,Cyproheptadine,BE0000442;BE0000451;BE0000533;BE0000092;BE0000560;BE0000045;BE0000650
DB00435,Nitric Oxide,BE0003578;BE0004778;BE0000693
DB00436,Bendroflumethiazide,BE0000419;BE0000553;BE0000267;BE0000322;BE0000535
DB00437,Allopurinol,BE0002204
DB00438,Ceftazidime,BE0002393;BE0004643;BE0000588;BE0004290;BE0000488;BE0003687;BE0004648;BE0003579;BE0004649
DB00440,Trimethoprim,BE0000324;BE0000330
DB00441,Gemcitabine,BE0004796;BE0000325;BE0000324;BE0000637
DB00442,Entecavir,BE0004796
DB00443,Betamethasone,BE0000794
DB00444,Teniposide,BE0000742
DB00445,Epirubicin,BE0000531;BE0000742;BE0004796
DB00446,Chloramphenicol,BE0004650;BE0001544;BE0000929
DB00448,Lansoprazole,BE0000349;BE0003474
DB00449,Dipivefrin,BE0000501;BE0000289;BE0000694;BE0002180;BE0000426
DB00450,Droperidol,BE0000756;BE0000501
DB00451,Levothyroxine,BE0000687;BE0000315
DB00452,Framycetin,BE0004799;BE0000279;BE0000919
DB00453,Clomocycline,BE0000019;BE0000127;BE0004799
DB00454,Pethidine,BE0000632;BE0000365;BE0000417;BE0000760;BE0000454;BE0000396;BE0004890;BE0000770;BE0000647;BE0000486;BE0000749;BE0002705
DB00455,Loratadine,BE0000442;BE0000090
DB00456,Cefalotin,BE0001349;BE0004290;BE0004335;BE0004643;BE0004644;BE0003624;BE0000576;BE0001358
DB00457,Prazosin,BE0000501;BE0000575;BE0000715;BE0000090;BE0000462;BE0000699;BE0000289;BE0000572
DB00458,Imipramine,BE0000486;BE0000749;BE0000451;BE0000442;BE0000501;BE0000715;BE0000092;BE0000560;BE0000045;BE0000405;BE0000247;BE0003603;BE0003604;BE0000533;BE0000575;BE0000650;BE0004889;BE0000756;BE0000090;BE0000647;BE0000291;BE0000945;BE0005191;BE0003663
DB00459,Acitretin,BE0000412;BE0000663;BE0000206;BE0000144;BE0000078;BE0000707;BE0000301
DB00460,Verteporfin,
DB00461,Nabumetone,BE0000262;BE0000017
DB00462,Methylscopolamine bromide,BE0000092;BE0000560;BE0000045
DB00464,Sodium Tetradecyl Sulfate,BE0000380;BE0000943
DB00465,Ketorolac,BE0000262;BE0000017
DB00467,Enoxacin,BE0000366;BE0000429;BE0000742
DB00468,Quinine,BE0004805;BE0000866;BE0000415
DB00469,Tenoxicam,BE0000262;BE0000017
DB00470,Dronabinol,BE0000061;BE0000095
DB00471,Montelukast,BE0000705;BE0000248
DB00472,Fluoxetine,BE0000749;BE0000090;BE0000533;BE0004552
DB00473,Hexylcaine,BE0000197;BE0000177
DB00474,Methohexital,BE0000795
DB00475,Chlordiazepoxide,BE0004797
DB00476,Duloxetine,BE0000749;BE0000486;BE0000647
DB00477,Chlorpromazine,BE0000756;BE0000020;BE0000451;BE0000291;BE0000501;BE0000575;BE0000442;BE0000090;BE0004889;BE0000581;BE0000389;BE0000145;BE0000533;BE0004881;BE0004863;BE0004864;BE0000092;BE0000045;BE0000973;BE0000418;BE0004879;BE0000945;BE0000650;BE0000146
DB00478,Rimantadine,BE0000630
DB00479,Amikacin,BE0000279;BE0004799
DB00480,Lenalidomide,BE0004755;BE0003517;BE0003403;BE0000262
DB00481,Raloxifene,BE0000123;BE0000792;BE0008982;BE0008981
DB00482,Celecoxib,BE0000262;BE0001193;BE0000322;BE0003625
DB00483,Gallamine Triethiodide,BE0000560;BE0000426;BE0000738;BE0000092;BE0000247
DB00484,Brimonidine,BE0000289;BE0000572;BE0000342
DB00485,Dicloxacillin,BE0009126;BE0004335;BE0004644;BE0004643;BE0004290;BE0003624
DB00486,Nabilone,BE0000095;BE0000061
DB00487,Pefloxacin,BE0000429;BE0000366;BE0000742;BE0004950
DB00488,Altretamine,BE0004796
DB00489,Sotalol,BE0000090;BE0000172;BE0000694
DB00490,Buspirone,BE0000291;BE0000756
DB00491,Miglitol,BE0000837;BE0000876;BE0004698;BE0004699
DB00492,Fosinopril,BE0000221
DB00493,Cefotaxime,BE0004335;BE0004644;BE0000790;BE0004290;BE0003624;BE0001066;BE0003645;BE0000879;BE0003646;BE0001018;BE0000530;BE0008388;BE0001134
DB00494,Entacapone,BE0002089
DB00495,Zidovudine,BE0004136;BE0002449
DB00496,Darifenacin,BE0000045;BE0000092;BE0000560;BE0000405;BE0000247
DB00497,Oxycodone,BE0000770;BE0000632;BE0000420;BE0004899;BE0004879
DB00498,Phenindione,BE0000713
DB00499,Flutamide,BE0000132;BE0003721;BE0000956
DB00500,Tolmetin,BE0000262;BE0000017
DB00501,Cimetidine,BE0000112
DB00502,Haloperidol,BE0000756;BE0000020;BE0000417;BE0000451;BE0000581;BE0003478;BE0000118
DB00503,Ritonavir,BE0004854;BE0000956
DB00504,Levallorphan,BE0000770
DB00507,Nitazoxanide,BE0002674
DB00508,Triflupromazine,BE0000020;BE0000756;BE0000393;BE0000092;BE0000560
DB00509,Dextrothyroxine,BE0000687;BE0000315;BE0000507
DB00511,Acetyldigitoxin,BE0000732
DB00512,Vancomycin,BE0004826
DB00513,Aminocaproic Acid,BE0000211;BE0001088;BE0001283
DB00514,Dextromethorphan,BE0000156;BE0000290;BE0000641;BE0000738;BE0000749;BE0004896;BE0003585;BE0000849;BE0003584;BE0000850;BE0002341;BE0000770;BE0000420;BE0000632;BE0004904;BE0000486
DB00515,Cisplatin,BE0004796;BE0008954;BE0000910;BE0000510;BE0002833
DB00516,Bentoquatam,
DB00517,Anisotropine Methylbromide,BE0000092;BE0000560;BE0000045
DB00518,Albendazole,BE0004789;BE0001340;BE0001367;BE0001487
DB00519,Trandolapril,BE0000221
DB00520,Caspofungin,BE0004669
DB00521,Carteolol,BE0000694;BE0000172
DB00523,Alitretinoin,BE0000663;BE0000412;BE0000206;BE0000078;BE0000144;BE0000707;BE0000970;BE0008996;BE0009043
DB00524,Metolazone,BE0000419
DB00525,Tolnaftate,BE0004670
DB00526,Oxaliplatin,BE0004796
DB00527,Cinchocaine,BE0000177;BE0000197;BE0000418
DB00528,Lercanidipine,BE0000679
DB00529,Foscarnet,BE0000343;BE0000308
DB00530,Erlotinib,BE0000767;BE0000956
DB00531,Cyclophosphamide,BE0004796;BE0000956
DB00534,Chlormerodrin,BE0000502;BE0000152
DB00535,Cefdinir,BE0003621;BE0003622;BE0001075
DB00536,Guanidine,BE0001754;BE0000567;BE0003317;BE0004796;BE0004524;BE0001248;BE0000133;BE0002994
DB00537,Ciprofloxacin,BE0000429;BE0000366;BE0000742;BE0000090;BE0008382;BE0008383;BE0008386;BE0008387;BE0008392;BE0008384;BE0008385
DB00538,Gadoversetamide,
DB00539,Toremifene,BE0000123;BE0000685
DB00540,Nortriptyline,BE0000486;BE0000749;BE0000451;BE0000291;BE0000442;BE0000501;BE0000715;BE0000092;BE0000560;BE0000045;BE0000405;BE0000247;BE0000533;BE0000945;BE0000575;BE0004864;BE0004872;BE0000756;BE0004897;BE0004882
DB00541,Vincristine,BE0000143;BE0001391
DB00542,Benazepril,BE0000221
DB00543,Amoxapine,BE0000486;BE0000749;BE0000756;BE0000020;BE0000289;BE0000501;BE0000092;BE0000795;BE0000451;BE0000533;BE0000945;BE0000650;BE0000581;BE0000389;BE0000442;BE0004863;BE0004890;BE0000393;BE0000311;BE0000291;BE0000797;BE0004864;BE0000146;BE0004797;BE0000647
DB00544,Fluorouracil,BE0000324;BE0004796;BE0004810
DB00545,Pyridostigmine,BE0000426;BE0002180;BE0000530
DB00546,Adinazolam,BE0000795;BE0000381;BE0000523;BE0000471;BE0003593;BE0003592;BE0003594;BE0002344;BE0002346;BE0002345;BE0003599;BE0003595;BE0003596;BE0000129;BE0003598;BE0003619
DB00547,Desoximetasone,BE0000794
DB00548,Azelaic Acid,BE0000474;BE0003610;BE0000585;BE0000252;BE0000498
DB00549,Zafirlukast,BE0000705
DB00550,Propylthiouracil,BE0000507
DB00551,Acetohydroxamic Acid,BE0000334;BE0001198
DB00552,Pentostatin,BE0002214
DB00553,Methoxsalen,BE0004796
DB00554,Piroxicam,BE0000262;BE0000017
DB00555,Lamotrigine,BE0002081
DB00556,Perflutren,
DB00557,Hydroxyzine,BE0000442
DB00558,Zanamivir,BE0000057;BE0003527;BE0003200
DB00559,Bosentan,BE0000521;BE0000043
DB00560,Tigecycline,BE0004799;BE0000127;BE0000279;BE0003709;BE0003708;BE0003710
DB00561,Doxapram,BE0003582;BE0003583
DB00562,Benzthiazide,BE0000419;BE0000267;BE0000322;BE0000535;BE0002437;BE0001653
DB00563,Methotrexate,BE0000330
DB00564,Carbamazepine,BE0000197;BE0000849;BE0000850;BE0000956
DB00565,Cisatracurium besylate,BE0000738
DB00566,Succimer,BE0004808;BE0004814;BE0004802;BE0004813
DB00567,Cephalexin,BE0004643;BE0004644;BE0004335;BE0003624;BE0004290
DB00568,Cinnarizine,BE0000442;BE0000430;BE0002359;BE0002357;BE0002355;BE0000483;BE0000864;BE0000012;BE0000756;BE0004889;BE0004890
DB00569,Fondaparinux sodium,BE0000280;BE0000216
DB00570,Vinblastine,BE0001340;BE0000143;BE0003711;BE0003713;BE0003712;BE0001040
DB00571,Propranolol,BE0000172;BE0000694;BE0001012;BE0000291;BE0000797
DB00572,Atropine,BE0000092;BE0000560;BE0000045;BE0000405;BE0000247;BE0000433;BE0000849;BE0000850
DB00573,Fenoprofen,BE0000262;BE0000017;BE0000071;BE0000215
DB00575,Clonidine,BE0000289;BE0000572;BE0000342;BE0000501;BE0000575;BE0000715
DB00576,Sulfamethizole,BE0000803
DB00577,Valaciclovir,BE0000308;BE0000458
DB00578,Carbenicillin,BE0004840
DB00579,Mazindol,BE0000486;BE0000647;BE0000749;BE0000118
DB00581,Lactulose,BE0000116
DB00582,Voriconazole,BE0000233
DB00583,L-Carnitine,BE0000757;BE0000106;BE0000496;BE0000097;BE0000579;BE0000373;BE0000179;BE0000406;BE0002204;BE0002705;BE0001075
DB00584,Enalapril,BE0000221
DB00585,Nizatidine,BE0000112
DB00586,Diclofenac,BE0000262;BE0000017;BE0000248;BE0002083;BE0000353;BE0000897;BE0002398;BE0001640
DB00587,Cinalukast,BE0000705
DB00588,Fluticasone propionate,BE0000794;BE0000557;BE0000657;BE0000668
DB00589,Lisuride,BE0000756;BE0000581;BE0000389;BE0000020;BE0000145;BE0000291;BE0000659;BE0000393;BE0000451;BE0000533;BE0000797;BE0000289;BE0000572;BE0000342;BE0000650
DB00590,Doxazosin,BE0000501;BE0000575;BE0000715;BE0000090;BE0000462;BE0000699
DB00591,Fluocinolone Acetonide,BE0000794
DB00592,Piperazine,BE0002345
DB00593,Ethosuximide,BE0000483
DB00594,Amiloride,BE0000190;BE0000024;BE0000497;BE0000495;BE0000351;BE0000678;BE0000353;BE0000752;BE0000895
DB00595,Oxytetracycline,BE0000127;BE0000019;BE0004799
DB00596,Ulobetasol,BE0000794
DB00597,Gadoteridol,
DB00598,Labetalol,BE0000172;BE0000694;BE0004863
DB00599,Thiopental,BE0000795;BE0000381;BE0000523;BE0000478;BE0000471;BE0000764;BE0000849;BE0002341;BE0000829;BE0000826;BE0002194;BE0000045
DB00600,Monobenzone,BE0000252
DB00601,Linezolid,BE0004800
DB00602,Ivermectin,BE0000414;BE0002345
DB00603,Medroxyprogesterone acetate,BE0000557;BE0000123
DB00604,Cisapride,BE0000084;BE0000311;BE0000451;BE0000090
DB00605,Sulindac,BE0000262;BE0000017;BE0000747;BE0001062;BE0001007;BE0003561;BE0004353
DB00606,Cyclothiazide,BE0000229;BE0000267;BE0000322;BE0000535;BE0009094
DB00607,Nafcillin,BE0004335;BE0003624;BE0004644;BE0004643;BE0004290
DB00608,Chloroquine,BE0004805;BE0002189;BE0000704;BE0001171;BE0002659
DB00609,Ethionamide,BE0000332;BE0000466
DB00610,Metaraminol,BE0000501
DB00611,Butorphanol,BE0000632;BE0000420;BE0000770
DB00612,Bisoprolol,BE0000172;BE0000694
DB00613,Amodiaquine,BE0004805;BE0002436
DB00614,Furazolidone,BE0004796
DB00615,Rifabutin,BE0000461;BE0000257;BE0003707;BE0001120;BE0001165
DB00617,Paramethadione,BE0000012
DB00618,Demeclocycline,BE0000127;BE0000019
DB00619,Imatinib,BE0003600;BE0000453;BE0001104;BE0001039;BE0000853;BE0000852;BE0001124;BE0000014;BE0000205
DB00620,Triamcinolone,BE0000794
DB00621,Oxandrolone,BE0000132
DB00622,Nicardipine,BE0000430;BE0002354;BE0002359;BE0000691;BE0003565;BE0003323;BE0000501;BE0000575;BE0000715;BE0000092;BE0000560;BE0000045;BE0000405;BE0000247;BE0000418
DB00623,Fluphenazine,BE0000756;BE0000020;BE0000418;BE0000132;BE0000451;BE0000533
DB00624,Testosterone,BE0000132;BE0000123;BE0000668
DB00625,Efavirenz,BE0004136
DB00626,Bacitracin,BE0004829;BE0001183;BE0000910
DB00627,Niacin,BE0000836;BE0000635;BE0000526;BE0000783
DB00628,Clorazepate,BE0004797;BE0000736
DB00629,Guanabenz,BE0000289;BE0000572
DB00630,Alendronic acid,BE0000776;BE0004801;BE0000980;BE0003567;BE0003568;BE0003569
DB00631,Clofarabine,BE0000546;BE0000325;BE0004796
DB00632,Docosanol,BE0000594;BE0000712
DB00633,Dexmedetomidine,BE0000289
DB00634,Sulfacetamide,BE0000803;BE0004657;BE0004658
DB00635,Prednisone,BE0000794;BE0000329
DB00636,Clofibrate,BE0000071
DB00637,Astemizole,BE0000442;BE0000090;BE0005191;BE0003474
DB00638,Inulin,BE0002352
DB00639,Butoconazole,BE0004803
DB00640,Adenosine,BE0000924;BE0000241;BE0000354;BE0000013
DB00641,Simvastatin,BE0000574;BE0001041;BE0000516
DB00642,Pemetrexed,BE0000324;BE0001240;BE0000330;BE0000882
DB00643,Mebendazole,BE0001340;BE0001367
DB00644,Gonadorelin,BE0000203;BE0000472
DB00645,Dyclonine,BE0000177
DB00646,Nystatin,BE0004803
DB00647,Dextropropoxyphene,BE0000770;BE0000420;BE0000632;BE0002705
DB00648,Mitotane,BE0000731;BE0000242;BE0000123;BE0000557;BE0000132
DB00649,Stavudine,BE0004136
DB00650,Leucovorin,
DB00651,Dyphylline,BE0000487;BE0001133;BE0002353;BE0001287;BE0000013;BE0000924;BE0000706;BE0000627
DB00652,Pentazocine,BE0000770;BE0000632;BE0000156
DB00653,Magnesium Sulfate,BE0000679;BE0000691;BE0000430;BE0000303;BE0002354;BE0002355
DB00654,Latanoprost,BE0000610
DB00655,Estrone,BE0000123;BE0000792;BE0000132;BE0002090;BE0000685
DB00656,Trazodone,BE0000451;BE0000533;BE0000749;BE0000291;BE0000442;BE0000501;BE0000289
DB00657,Mecamylamine,BE0000738;BE0002341;BE0000849;BE0000850
DB00658,Sevelamer,BE0004815
DB00659,Acamprosate,BE0004797;BE0004852;BE0001192
DB00660,Metaxalone,
DB00661,Verapamil,BE0000430;BE0002359;BE0002357;BE0002355;BE0000303;BE0002354;BE0002358;BE0002356;BE0000012;BE0000483;BE0002226;BE0000356;BE0000090;BE0000197;BE0000708;BE0000749;BE0000501;BE0000575;BE0000715
DB00662,Trimethobenzamide,
DB00663,Flumethasone,BE0000794
DB00664,Sulfametopyrazine,BE0002360
DB00665,Nilutamide,BE0000132
DB00666,Nafarelin,BE0000203;BE0000472
DB00668,Epinephrine,BE0000501;BE0000575;BE0000172;BE0000694;BE0000289;BE0000572;BE0000715;BE0000753;BE0000342;BE0001012;BE0000704;BE0002390
DB00669,Sumatriptan,BE0000659;BE0000797;BE0000460;BE0000291
DB00670,Pirenzepine,BE0000092
DB00671,Cefixime,BE0000103
DB00672,Chlorpropamide,BE0000207
DB00673,Aprepitant,BE0000384
DB00674,Galantamine,BE0000426;BE0004661;BE0004662;BE0004663;BE0004664;BE0004665;BE0000738;BE0003585;BE0000849;BE0003586;BE0003587;BE0002341;BE0002343;BE0000411;BE0000850;BE0003588;BE0003584;BE0002180
DB00675,Tamoxifen,BE0000123;BE0000792;BE0004877;BE0004895;BE0000132;BE0000090;BE0000956;BE0002088;BE0000685
DB00676,Benzyl Benzoate,
DB00677,Isoflurophate,BE0000426;BE0002180;BE0000510
DB00678,Losartan,BE0000062
DB00680,Moricizine,BE0000197
DB00681,Amphotericin B,BE0004803
DB00682,Warfarin,BE0000713;BE0000956
DB00683,Midazolam,BE0000795;BE0000381;BE0000523;BE0000478;BE0000471;BE0002344;BE0002345;BE0002346;BE0000764;BE0003593;BE0003592;BE0003594;BE0003599;BE0003595;BE0003596;BE0000129;BE0003598;BE0003619;BE0003597
DB00684,Tobramycin,BE0000279;BE0004799
DB00685,Trovafloxacin,BE0000366;BE0000429;BE0000742
DB00686,Pentosan Polysulfate,BE0001015;BE0000689;BE0000326
DB00687,Fludrocortisone,BE0000668;BE0000794;BE0000132
DB00688,Mycophenolate mofetil,BE0000761;BE0000722
DB00689,Cephaloglycin,BE0009128
DB00690,Flurazepam,BE0000795;BE0000381;BE0000523;BE0000478;BE0000471;BE0000764;BE0002344;BE0002346;BE0002345;BE0003593;BE0003592;BE0003594;BE0003599;BE0003595;BE0003596;BE0000129;BE0003598;BE0003619;BE0003597
DB00691,Moexipril,BE0000221;BE0000982
DB00692,Phentolamine,BE0000289;BE0000501;BE0000575;BE0000715
DB00693,Fluorescein,BE0003837;BE0004796
DB00694,Daunorubicin,BE0004796;BE0000742;BE0002425
DB00695,Furosemide,BE0000502;BE0000322
DB00696,Ergotamine,BE0000659;BE0000797;BE0000451;BE0000756;BE0000501;BE0000575;BE0000715;BE0000289;BE0000572;BE0000486;BE0004889;BE0000291;BE0000460;BE0000533;BE0000393
DB00697,Tizanidine,BE0000289;BE0000572;BE0000342;BE0003580
DB00698,Nitrofurantoin,BE0002361;BE0000621;BE0000158
DB00699,Nicergoline,BE0000501
DB00700,Eplerenone,BE0000668
DB00701,Amprenavir,BE0004854
DB00702,Icodextrin,
DB00703,Methazolamide,BE0000267;BE0000322;BE0000535;BE0003629;BE0003625
DB00704,Naltrexone,BE0000420;BE0000770;BE0000632;BE0000290
DB00705,Delavirdine,BE0004136
DB00706,Tamsulosin,BE0000501;BE0000715;BE0000575
DB00707,Porfimer sodium,BE0000499;BE0000710
DB00708,Sufentanil,BE0000770;BE0000420;BE0000632
DB00709,Lamivudine,BE0004136;BE0004796;BE0000555
DB00710,Ibandronate,BE0000776;BE0004801
DB00711,Diethylcarbamazine,BE0000248;BE0000017
DB00712,Flurbiprofen,BE0000017;BE0000262
DB00713,Oxacillin,BE0004643;BE0004644;BE0004290;BE0003624;BE0004335;BE0000576;BE0001018;BE0008389;BE0001134
DB00714,Apomorphine,BE0000581;BE0000389;BE0000756;BE0000342;BE0000572;BE0000533;BE0000145;BE0000291;BE0000451;BE0000393;BE0000289;BE0000020;BE0000659;BE0000797;BE0000666
DB00715,Paroxetine,BE0000749;BE0000486;BE0000451;BE0000092;BE0000560;BE0000045;BE0000405;BE0000247
DB00716,Nedocromil,BE0000705;BE0000099;BE0000995;BE0000296;BE0001120
DB00717,Norethisterone,BE0000557
DB00718,Adefovir Dipivoxil,BE0000312
DB00719,Azatadine,BE0000442
DB00720,Clodronic Acid,BE0000599;BE0000709;BE0000624;BE0004801
DB00721,Procaine,BE0000177;BE0000641;BE0000311;BE0000647;BE0000738;BE0004796;BE0004906;BE0004891;BE0004917;BE0004909
DB00722,Lisinopril,BE0000221
DB00723,Methoxamine,BE0000501;BE0000575;BE0000715
DB00724,Imiquimod,BE0000155;BE0003518
DB00725,Homatropine Methylbromide,BE0000560;BE0000092;BE0000405;BE0000247;BE0000045
DB00726,Trimipramine,BE0000749;BE0000486;BE0000647;BE0000451;BE0000291;BE0000501;BE0000575;BE0000756;BE0000572;BE0000442;BE0000533;BE0000311;BE0000659;BE0000289;BE0004889;BE0004872;BE0004890;BE0004882
DB00727,Nitroglycerin,BE0000556
DB00728,Rocuronium,BE0000738;BE0000560;BE0000311
DB00729,Diphemanil Methylsulfate,BE0000045
DB00730,Thiabendazole,BE0000548
DB00731,Nateglinide,BE0000207;BE0000215
DB00732,Atracurium besylate,BE0000738
DB00733,Pralidoxime,BE0000426;BE0002180
