DB00001,Lepirudin
DB01145,Sulfoxone
DB01146,Diphenylpyraline
DB01147,Cloxacillin
DB01148,Flavoxate
DB01149,Nefazodone
DB01150,Cefprozil
DB01151,Desipramine
DB01153,Sertaconazole
DB01154,Thiamylal
DB01155,Gemifloxacin
DB01156,Bupropion
DB01157,Trimetrexate
DB01158,Bretylium
DB01159,Halothane
DB01160,Dinoprost Tromethamine
DB01161,Chloroprocaine
DB01162,Terazosin
DB01164,Calcium Chloride
DB01165,Ofloxacin
DB01166,Cilostazol
DB01167,Itraconazole
DB01168,Procarbazine
DB01169,Arsenic trioxide
DB01170,Guanethidine
DB01171,Moclobemide
DB01172,Kanamycin
DB01173,Orphenadrine
DB01174,Phenobarbital
DB01175,Escitalopram
DB01176,Cyclizine
DB01177,Idarubicin
DB01178,Chlormezanone
DB01179,Podofilox
DB01180,Rescinnamine
DB01181,Ifosfamide
DB01182,Propafenone
DB01183,Naloxone
DB01184,Domperidone
DB01185,Fluoxymesterone
DB01186,Pergolide
DB01187,Iophendylate
DB01188,Ciclopirox
DB01189,Desflurane
DB01190,Clindamycin
DB01191,Dexfenfluramine
DB01192,Oxymorphone
DB01193,Acebutolol
DB01194,Brinzolamide
DB01195,Flecainide
DB01196,Estramustine
DB01197,Captopril
DB01198,Zopiclone
DB01199,Tubocurarine
DB01200,Bromocriptine
DB01201,Rifapentine
DB01202,Levetiracetam
DB01203,Nadolol
DB01204,Mitoxantrone
DB01205,Flumazenil
DB01206,Lomustine
DB01207,Ridogrel
DB01208,Sparfloxacin
DB01209,Dezocine
DB01210,Levobunolol
DB01211,Clarithromycin
DB01212,Ceftriaxone
DB01213,Fomepizole
DB01214,Metipranolol
DB01215,Estazolam
DB01216,Finasteride
DB01217,Anastrozole
DB01218,Halofantrine
DB01219,Dantrolene
DB01220,Rifaximin
DB01221,Ketamine
DB01222,Budesonide
DB01223,Aminophylline
DB01224,Quetiapine
DB01225,Enoxaparin
DB01226,Mivacurium
DB01227,Levomethadyl Acetate
DB01228,Encainide
DB01229,Paclitaxel
DB01231,Diphenidol
DB01232,Saquinavir
DB01233,Metoclopramide
DB01234,Dexamethasone
DB01235,Levodopa
DB01236,Sevoflurane
DB01237,Bromodiphenhydramine
DB01238,Aripiprazole
DB01239,Chlorprothixene
DB01240,Epoprostenol
DB01241,Gemfibrozil
DB01242,Clomipramine
DB01243,Chloroxine
DB01244,Bepridil
DB01245,Decamethonium
DB01246,Alimemazine
DB01247,Isocarboxazid
DB01248,Docetaxel
DB01249,Iodixanol
DB01250,Olsalazine
DB01251,Gliquidone
DB01252,Mitiglinide
DB01253,Ergonovine
DB01254,Dasatinib
DB01255,Lisdexamfetamine
DB01256,Retapamulin
DB01257,Eculizumab
DB01259,Lapatinib
DB01260,Desonide
DB01261,Sitagliptin
DB01262,Decitabine
DB01263,Posaconazole
DB01264,Darunavir
DB01265,Telbivudine
DB01266,Sinecatechins
DB01267,Paliperidone
DB01268,Sunitinib
DB01269,Panitumumab
DB01270,Ranibizumab
DB01271,Idursulfase
DB01272,Alglucosidase alfa
DB01273,Varenicline
DB01274,Arformoterol
DB01275,Hydralazine
DB01276,Exenatide
DB01277,Mecasermin
DB01278,Pramlintide
DB01279,Galsulfase
DB01280,Nelarabine
DB01281,Abatacept
DB01282,Carbetocin
DB01283,Lumiracoxib
DB01284,Cosyntropin
DB01285,Corticotropin
DB01288,Fenoterol
DB01289,Glisoxepide
DB01291,Pirbuterol
DB01294,Bismuth Subsalicylate
DB01295,Bevantolol
DB01296,Glucosamine
DB01297,Practolol
DB01298,Sulfacytine
DB01299,Sulfadoxine
DB01301,Rolitetracycline
DB01303,Oxtriphylline
DB01306,Insulin Aspart
DB01307,Insulin Detemir
DB01309,Insulin Glulisine
DB01319,Fosamprenavir
DB01320,Fosphenytoin
DB01321,Josamycin
DB01324,Polythiazide
DB01325,Quinethazone
DB01326,Cefamandole
DB01327,Cefazolin
DB01328,Cefonicid
DB01329,Cefoperazone
DB01330,Cefotetan
DB01331,Cefoxitin
DB01332,Ceftizoxime
DB01333,Cefradine
DB01336,Metocurine
DB01337,Pancuronium
DB01338,Pipecuronium
DB01339,Vecuronium
DB01340,Cilazapril
DB01342,Forasartan
DB01344,Polystyrene sulfonate
DB01345,Potassium
DB01346,Quinidine barbiturate
DB01347,Saprisartan
DB01348,Spirapril
DB01349,Tasosartan
DB01351,Amobarbital
DB01352,Aprobarbital
DB01353,Butethal
DB01354,Heptabarbital
DB01355,Hexobarbital
DB01356,Lithium
DB01357,Mestranol
DB01359,Penbutolol
DB01361,Troleandomycin
DB01362,Iohexol
DB01363,Ephedra
DB01364,Ephedrine
DB01365,Mephentermine
DB01366,Procaterol
DB01367,Rasagiline
DB01369,Quinupristin
DB01370,Aluminium
DB01375,Dihydroxyaluminium
DB01377,Magnesium oxide
DB01380,Cortisone acetate
DB01381,Ginkgo biloba
DB01382,Glycodiazine
DB01384,Paramethasone
DB01390,Sodium bicarbonate
DB01392,Yohimbine
DB01393,Bezafibrate
DB01394,Colchicine
DB01395,Drospirenone
DB01396,Digitoxin
DB01397,Magnesium salicylate
DB01398,Salicylate-sodium
DB01399,Salsalate
DB01400,Neostigmine
DB01401,Trisalicylate-choline
DB01403,Methotrimeprazine
DB01404,Ginseng
DB01406,Danazol
DB01407,Clenbuterol
DB01408,Bambuterol
DB01409,Tiotropium
DB01410,Ciclesonide
DB01411,Pranlukast
DB01412,Theobromine
DB01413,Cefepime
DB01414,Cefacetrile
DB01415,Ceftibuten
DB01416,Cefpodoxime
DB01418,Acenocoumarol
DB01419,Antrafenine
DB01420,Testosterone Propionate
DB01421,Paromomycin
DB01422,Nitroxoline
DB01423,Stepronin
DB01424,Aminophenazone
DB01425,Alizapride
DB01426,Ajmaline
DB01427,Amrinone
DB01428,Oxybenzone
DB01429,Aprindine
DB01430,Almitrine
DB01431,Allylestrenol
DB01432,Cholestyramine
DB01433,Methadyl Acetate
DB01435,Antipyrine
DB01436,Alfacalcidol
DB01437,Glutethimide
DB01438,Phenazopyridine
DB01440,Gamma Hydroxybutyric Acid
DB01452,Heroin
DB01463,Fencamfamine
DB01466,Ethylmorphine
DB01482,Fenethylline
DB01489,Camazepam
DB01501,Difenoxin
DB01511,Delorazepam
DB01544,Flunitrazepam
DB01545,Ethyl loflazepate
DB01550,Fenproporex
DB01551,Dihydrocodeine
DB01553,Cloxazolam
DB01558,Bromazepam
DB01559,Clotiazepam
DB01563,Chloral hydrate
DB01567,Fludiazepam
DB01574,Attapulgite
DB01575,Kaolin
DB01576,Dextroamphetamine
DB01577,Methamphetamine
DB01578,Metrizamide
DB01579,Phendimetrazine
DB01580,Oxprenolol
DB01581,Sulfamerazine
DB01582,Sulfamethazine
DB01583,Liotrix
DB01584,Thyroglobulin
DB01586,Ursodeoxycholic acid
DB01587,Ketazolam
DB01588,Prazepam
DB01589,Quazepam
DB01590,Everolimus
DB01591,Solifenacin
DB01592,Iron
DB01593,Zinc
DB01594,Cinolazepam
DB01595,Nitrazepam
DB01597,Cilastatin
DB01598,Imipenem
DB01599,Probucol
DB01600,Tiaprofenic acid
DB01601,Lopinavir
DB01602,Bacampicillin
DB01603,Meticillin
DB01604,Pivampicillin
DB01605,Pivmecillinam
DB01606,Tazobactam
DB01607,Ticarcillin
DB01608,Propericiazine
DB01609,Deferasirox
DB01610,Valganciclovir
DB01611,Hydroxychloroquine
DB01612,Amyl Nitrite
DB01613,Erythrityl Tetranitrate
DB01614,Acepromazine
DB01615,Aceprometazine
DB01616,Alverine
DB01618,Molindone
DB01619,Phenindamine
DB01620,Pheniramine
DB01621,Pipotiazine
DB01622,Thioproperazine
DB01623,Thiothixene
DB01624,Zuclopenthixol
DB01625,Isopropamide
DB01626,Pargyline
DB01627,Lincomycin
DB01628,Etoricoxib
DB01638,D-Sorbitol
DB01656,Roflumilast
DB01744,Camphor
DB01764,Dalfopristin
DB01878,Benzophenone
DB02187,Equilin
DB02300,Calcipotriol
DB02325,Isopropyl Alcohol
DB02513,Thymol
DB02546,Vorinostat
DB02638,Terlipressin
DB02659,Cholic Acid
DB02701,Nicotinamide
DB02703,Fusidic Acid
DB02959,Oxitriptan
DB03128,Acetylcholine
DB03147,Flavin adenine dinucleotide
DB03166,Acetic acid
DB03209,Oteracil
DB03255,Phenol
DB03404,Hemin
DB03615,Ribostamycin
DB03619,Deoxycholic Acid
DB03754,Tris
DB03793,Benzoic Acid
DB03843,Formaldehyde
DB03904,Urea
DB04304,Gluconic Acid
DB04339,Carbocisteine
DB04398,Lactic Acid
DB04465,Lactose
DB04552,Niflumic Acid
DB04570,Latamoxef
DB04571,Trioxsalen
DB04572,Thiotepa
DB04573,Estriol
DB04574,Estropipate
DB04575,Quinestrol
DB04576,Fleroxacin
DB04711,Iodipamide
DB04743,Nimesulide
DB04786,Suramin
DB04794,Bifonazole
DB04835,Maraviroc
DB04837,Clofedanol
DB04838,Cyclandelate
DB04839,Cyproterone acetate
DB04840,Debrisoquin
DB04841,Flunarizine
DB04842,Fluspirilene
DB04843,Mepenzolate
DB04844,Tetrabenazine
DB04845,Ixabepilone
DB04846,Celiprolol
DB04854,Febuxostat
DB04855,Dronedarone
DB04861,Nebivolol
DB04865,Homoharringtonine
DB04868,Nilotinib
DB04871,Lorcaserin
DB04876,Vildagliptin
DB04877,Voacamine
DB04878,Voglibose
DB04880,Enoximone
DB04890,Bepotastine
DB04894,Vapreotide
DB04895,Pegaptanib
DB04896,Milnacipran
DB04897,Lucinactant
DB04898,Ximelagatran
DB04899,Nesiritide
DB04900,Thymalfasin
DB04908,Flibanserin
DB04911,Oritavancin
DB04920,Clevidipine
DB04930,Permethrin
DB04932,Defibrotide
DB04938,Ospemifene
DB04941,Crofelemer
DB04942,Tamibarotene
DB04946,Iloperidone
DB04948,Lofexidine
DB04953,Ezogabine
DB04967,Lucanthone
DB05013,Ingenol Mebutate
DB05015,Belinostat
DB05016,Ataluren
DB05039,Indacaterol
DB05109,Trabectedin
DB05239,Cobimetinib
DB05245,Silver sulfadiazine
DB05246,Methsuximide
DB05258,Natural alpha interferon
DB05259,Glatiramer Acetate
DB05260,Gallium nitrate
DB05265,Ecabet
DB05266,Ibudilast
DB05269,AST-120
DB05271,Rotigotine
DB05273,Samarium (153sm) lexidronam
DB05275,transdermal testosterone gel
DB05276,Hepatitis B immune globulin
DB05278,inhaled insulin
DB05294,Vandetanib
DB05311,Ecallantide
DB05332,Romiplostim
DB05368,Ragweed pollen extract
DB05389,WF10
DB05521,Telaprevir
DB05528,Mipomersen
DB05578,Ramucirumab
DB05630,Sodium stibogluconate
DB05676,Apremilast
DB05679,Ustekinumab
DB05773,ado-trastuzumab emtansine
DB05777,ART-123
DB05812,Abiraterone
DB05829,Preotact
DB06016,Cariprazine
DB06144,Sertindole
DB06147,Sulfathiazole
DB06148,Mianserin
DB06149,Teicoplanin
DB06150,Sulfadimethoxine
DB06151,Acetylcysteine
DB06155,Rimonabant
DB06168,Canakinumab
DB06186,Ipilimumab
DB06196,Icatibant
DB06201,Rufinamide
DB06203,Alogliptin
DB06204,Tapentadol
DB06205,Hyaluronidase (Human Recombinant)
DB06206,Sugammadex
DB06207,Silodosin
DB06209,Prasugrel
DB06210,Eltrombopag
DB06211,Doripenem
DB06212,Tolvaptan
DB06213,Regadenoson
DB06216,Asenapine
DB06218,Lacosamide
DB06219,Dalbavancin
DB06228,Rivaroxaban
DB06237,Avanafil
DB06243,Eflornithine
DB06255,Incadronate
DB06261,Hexaminolevulinate
DB06262,Droxidopa
DB06267,Udenafil
DB06268,Sitaxentan
DB06271,Sulodexide
DB06273,Tocilizumab
DB06274,Alvimopan
DB06282,Levocetirizine
DB06283,Ziconotide
DB06285,Teriparatide
DB06287,Temsirolimus
DB06288,Amisulpride
DB06290,Simeprevir
DB06292,Dapagliflozin
DB06335,Saxagliptin
DB06366,Pertuzumab
DB06372,Rilonacept
DB06401,Bazedoxifene
DB06402,Telavancin
DB06403,Ambrisentan
DB06404,C1 Esterase Inhibitor (Human)
DB06410,Doxercalciferol
DB06412,Oxymetholone
DB06413,Armodafinil
DB06414,Etravirine
DB06415,Calfactant
DB06439,Tyloxapol
DB06441,Cangrelor
DB06480,Prucalopride
DB06589,Pazopanib
DB06590,Ceftaroline fosamil
DB06594,Agomelatine
DB06603,Panobinostat
DB06605,Apixaban
DB06612,Mepolizumab
DB06614,Peramivir
DB06616,Bosutinib
DB06623,Flupirtine
DB06626,Axitinib
DB06636,Isavuconazonium
DB06637,Dalfampridine
DB06643,Denosumab
DB06655,Liraglutide
DB06663,Pasireotide
DB06674,golimumab
DB06681,Belatacept
DB06684,Vilazodone
DB06688,Sipuleucel-T
DB06689,Ethanolamine Oleate
DB06690,Nitrous oxide
DB06691,Mepyramine
DB06692,Aprotinin
DB06694,Xylometazoline
DB06695,Dabigatran etexilate
DB06696,Arbekacin
DB06697,Artemether
DB06698,Betahistine
DB06699,Degarelix
DB06700,Desvenlafaxine
DB06701,Dexmethylphenidate
DB06702,Fesoterodine
DB06703,Gadobutrol
DB06704,Iobenguane
DB06705,Gadofosveset trisodium
DB06706,Isometheptene
DB06707,Levonordefrin
DB06708,Lumefantrine
DB06709,Methacholine
DB06710,Methyltestosterone
DB06711,Naphazoline
DB06712,Nilvadipine
DB06713,Norelgestromin
DB06714,Propylhexedrine
DB06715,Potassium Iodide
DB06716,Fospropofol
DB06717,Fosaprepitant
DB06718,Stanozolol
DB06719,Buserelin
DB06720,Velaglucerase alfa
DB06723,Aluminum hydroxide
DB06724,Calcium carbonate
DB06725,Lornoxicam
DB06729,Sulfaphenazole
DB06730,Gestodene
DB06738,Ketobemidone
DB06742,Ambroxol
DB06751,Drotaverine
DB06756,Glycine betaine
DB06757,Manganese
DB06760,Sacrosidase
DB06761,Beractant
DB06764,Tetryzoline
DB06766,Alcaftadine
DB06767,Ammonium chloride
DB06768,Ammonium lactate
DB06769,Bendamustine
DB06770,Benzyl alcohol
DB06771,Besifloxacin
DB06772,Cabazitaxel
DB06773,Human calcitonin
DB06774,Capsaicin
DB06775,Carglumic Acid
DB06777,Chenodeoxycholic acid
DB06779,Dalteparin
DB06781,Difluprednate
DB06782,Dimercaprol
DB06783,Prussian blue
DB06785,Ganirelix
DB06786,Halcinonide
DB06787,Hexocyclium
DB06788,Histrelin
DB06789,Hydroxyprogesterone caproate
DB06790,Iron sucrose
DB06791,Lanreotide
DB06792,Lanthanum carbonate
DB06793,Levopropoxyphene
DB06794,Lodoxamide
DB06795,Mafenide
DB06796,Mangafodipir
DB06799,Hexamethylenetetramine
DB06800,Methylnaltrexone
DB06802,Nepafenac
DB06803,Niclosamide
DB06804,Nonoxynol-9
DB06809,Plerixafor
DB06810,Plicamycin
DB06811,Polidocanol
DB06812,Povidone-iodine
DB06813,Pralatrexate
DB06816,Pyrvinium
DB06817,Raltegravir
DB06819,Sodium phenylbutyrate
DB06820,Sulconazole
DB06822,Tinzaparin
DB06823,Tiopronin
DB06824,Triethylenetetramine
DB06825,Triptorelin
DB06826,Unoprostone
DB06827,Viomycin
DB07615,Tranilast
DB08439,Parecoxib
DB08604,Triclosan
DB08792,Diloxanide
DB08795,Azidocillin
DB08796,Pipazethate
DB08797,Salicylamide
DB08798,Sulfamoxole
DB08799,Antazoline
DB08800,Chloropyramine
DB08801,Dimetindene
DB08802,Isothipendyl
DB08803,Tymazoline
DB08804,Nandrolone decanoate
DB08806,Roxatidine acetate
DB08807,Bopindolol
DB08808,Bupranolol
DB08810,Cinitapride
DB08811,Tofisopam
DB08813,Nadroparin
DB08814,Triflusal
DB08815,Lurasidone
DB08816,Ticagrelor
DB08818,Hyaluronic acid
DB08819,Tafluprost
DB08820,Ivacaftor
DB08822,Azilsartan medoxomil
DB08823,Spinosad
DB08824,Ioflupane I 123
DB08826,Deferiprone
DB08827,Lomitapide
DB08828,Vismodegib
DB08834,Tauroursodeoxycholic acid
DB08835,Spaglumic Acid
DB08842,Acetylcarnitine
DB08847,Hydroxyproline
DB08860,Pitavastatin
DB08862,Cholecystokinin
DB08864,Rilpivirine
DB08865,Crizotinib
DB08866,Estradiol valerate/Dienogest
DB08867,Ulipristal
DB08868,Fingolimod
DB08869,Tesamorelin
DB08870,Brentuximab vedotin
DB08871,Eribulin
DB08872,gabapentin enacarbil
DB08873,Boceprevir
DB08874,Fidaxomicin
DB08875,Cabozantinib
DB08876,Taliglucerase Alfa
DB08877,Ruxolitinib
DB08879,Belimumab
DB08880,Teriflunomide
DB08881,Vemurafenib
DB08882,Linagliptin
DB08883,Perampanel
DB08884,Gadoxetate
DB08885,Aflibercept
DB08886,Asparaginase Erwinia chrysanthemi
DB08887,Icosapent ethyl
DB08888,Ocriplasmin
DB08889,Carfilzomib
DB08890,Linaclotide
DB08893,Mirabegron
DB08894,Peginesatide
DB08895,Tofacitinib
DB08896,Regorafenib
DB08897,Aclidinium
DB08898,Glucarpidase
DB08899,Enzalutamide
DB08900,Teduglutide
DB08901,Ponatinib
DB08902,Raxibacumab
DB08903,Bedaquiline
DB08904,Certolizumab pegol
DB08905,Formestane
DB08906,Fluticasone furoate
DB08907,Canagliflozin
DB08908,Dimethyl fumarate
DB08909,Glycerol Phenylbutyrate
DB08910,Pomalidomide
DB08911,Trametinib
DB08912,Dabrafenib
DB08913,Radium Ra 223 Dichloride
DB08914,"Insulin, isophane"
DB08916,Afatinib
DB08917,Ferric Carboxymaltose
DB08918,Levomilnacipran
DB08922,Perospirone
DB08923,Epoetin Zeta
DB08924,Amfecloral
DB08928,Arsthinol
DB08930,Dolutegravir
DB08931,Riociguat
DB08932,MACITENTAN
DB08933,Luliconazole
DB08934,Sofosbuvir
DB08935,Obinutuzumab
DB08936,Chlorcyclizine
DB08941,Isoxsuprine
DB08943,Isoconazole
DB08944,Isoaminile
DB08946,Iopanoic acid
DB08947,Iopamidol
DB08954,Ifenprodil
DB08957,Hexoprenaline
DB08958,Hexetidine
DB08964,Gemeprost
DB08965,Fusafungine
DB08966,Fursultiamine
DB08967,Dimetotiazine
DB08968,Fominoben
DB08970,Fluprednidene Acetate
DB08971,Fluocortolone
DB08973,Fluclorolone acetonide
DB08974,Flubendazole
DB08976,Floctafenine
DB08977,Fibrinolysin
DB08979,Fenspiride
DB08981,Fenbufen
DB08982,Etozoline
DB08983,Etofibrate
DB08984,Etofenamate
DB08987,Etidocaine
DB08990,Eprazinone
DB08991,Epirizole
DB08992,Eperisone
DB08993,Enviomycin
DB08994,Ditazole
DB08995,Diosmin
DB08996,Dimetacrine
DB08998,Demexiptiline
DB09000,Cyamemazine
DB09002,Cloperastine
DB09003,Clocapramine
DB09006,Clinofibrate
DB09008,Cephaloridine
DB09009,Articaine
DB09012,Carbazochrome
DB09014,Captodiame
DB09015,Potassium Canrenoate
DB09016,Butriptyline
DB09017,Brotizolam
DB09018,Bromopride
DB09019,Bromhexine
DB09020,Bisacodyl
DB09021,Benzoctamine
DB09024,Follitropin Alpha
DB09026,Aliskiren
DB09027,Ledipasvir
DB09028,Cytisine
DB09029,Secukinumab
DB09030,Vorapaxar
DB09031,Miltefosine
DB09033,Vedolizumab
DB09034,Suvorexant
DB09035,Nivolumab
DB09036,Siltuximab
DB09037,Pembrolizumab
DB09038,Empagliflozin
DB09039,Eliglustat
DB09040,Efinaconazole
DB09041,Tavaborole
DB09042,Tedizolid Phosphate
DB09043,Albiglutide
DB09045,Dulaglutide
DB09046,Metreleptin
DB09047,Finafloxacin
DB09048,Netupitant
DB09049,Naloxegol
DB09050,Ceftolozane
DB09051,Elosulfase alfa
DB09052,Blinatumomab
DB09053,Ibrutinib
DB09054,Idelalisib
DB09058,Prothrombin complex concentrate
DB09060,Avibactam
DB09063,Ceritinib
DB09065,Cobicistat
DB09067,Corticorelin
DB09068,Vortioxetine
DB09069,Trimetazidine
DB09071,Tasimelteon
DB09072,Sodium oxybate
DB09073,Palbociclib
DB09074,Olaparib
DB09075,Edoxaban
DB09076,Umeclidinium
DB09077,Dinutuximab
DB09078,Lenvatinib
DB09079,Nintedanib
DB09080,Olodaterol
DB09081,Idebenone
DB09082,Vilanterol
DB09083,Ivabradine
DB09084,Benzydamine
DB09085,Tetracaine
DB09086,Eugenol
DB09087,Potassium alum
DB09089,Trimebutine
DB09090,Pinaverium
DB09091,Tixocortol
DB09092,Xanthinol
DB09093,Chlortetracycline
DB09094,Podophyllin
DB09095,Difluocortolone
DB09096,Benzoyl peroxide
DB09097,Quinagolide
DB09099,Somatostatin
DB09100,Thyroid extract
DB09101,Elvitegravir
DB09102,Daclatasvir
DB09103,Ancestim
DB09104,Magnesium hydroxide
DB09105,Asfotase Alfa
DB09106,Hydroxyethyl starch
DB09107,Methoxy polyethylene glycol-epoetin beta
DB09108,Simoctocog Alfa
DB09109,Turoctocog alfa
DB09110,Mesna
DB09111,Pentastarch
DB09112,Sodium Nitrite
DB09113,Poractant alfa
DB09114,Colfosceril palmitate
DB09115,Diiodohydroxyquinoline
DB09116,Calcium carbimide
DB09117,Paraldehyde
DB09118,Stiripentol
DB09119,Eslicarbazepine acetate
DB09120,Zucapsaicin
DB09122,Peginterferon beta-1a
DB09123,Dienogest
DB09124,Medrogestone
DB09125,Potassium Citrate
DB09126,Chorionic gonadotropin
DB09127,Disodium phosphate
DB09128,Brexpiprazole
DB09129,Chromic chloride
DB09130,Copper
DB09131,Cupric Chloride
DB09132,Gadoteric acid
DB09133,Iothalamic acid
DB09134,Ioversol
DB09135,Ioxilan
DB09136,Isosulfan blue
DB09137,Technetium Tc 99m Mebrofenin
DB09138,Technetium Tc-99m Medronate
DB09139,Technetium Tc 99m Oxidronate
DB09140,Oxygen
DB09141,Protamine sulfate
DB09142,Sincalide
DB09143,Sonidegib
DB09144,Uridine triacetate
DB09145,Water
DB09146,Sucroferric Oxyhydroxide
DB09147,Ferric pyrophosphate
DB09148,Florbetaben (18F)
DB09149,Florbetapir (18F)
DB09150,Fludeoxyglucose (18F)
DB09151,Flutemetamol (18F)
DB09152,Nitrogen
DB09153,Sodium Chloride
DB09154,Sodium Citrate
DB09155,Helium
DB09156,Iopromide
DB09157,Carbon dioxide
DB09158,Trypan blue
DB09159,Trisodium citrate dihydrate
DB09160,Technetium Tc-99m tetrofosmin
DB09161,Technetium Tc-99m sestamibi
DB09162,Ferric Citrate
DB09163,Technetium Tc-99m exametazime
DB09164,Technetium Tc-99m disofenin
DB09165,Technetium Tc-99m pyrophosphate
DB09166,Etizolam
DB09167,Dosulepin
DB09183,Dasabuvir
DB09185,Viloxazine
DB09194,Etoperidone
DB09195,Lorpiprazole
DB09197,Mepiprazole
DB09198,Lobeglitazone
DB09204,Arotinolol
DB09205,Moxisylyte
DB09208,Pegloticase
DB09209,Pholcodine
DB09210,Piracetam
DB09211,Limaprost
DB09212,Loxoprofen
DB09213,Dexibuprofen
DB09214,Dexketoprofen
DB09215,Droxicam
DB09216,Tolfenamic Acid
DB09218,Clonixin
DB09219,Bisoxatin
DB09220,Nicorandil
DB09221,Polaprezinc
DB09222,Fibrinogen Concentrate (Human)
DB09223,Blonanserin
DB09224,Melperone
DB09225,Zotepine
DB09227,Barnidipine
DB09228,Conestat alfa
DB09229,Aranidipine
DB09230,Azelnidipine
DB09231,Benidipine
DB09232,Cilnidipine
DB09235,Efonidipine
DB09236,Lacidipine
DB09237,Levamlodipine
DB09238,Manidipine
DB09242,Moxonidine
DB09243,Hydracarbazine
DB09244,Pirlindole
DB09245,Toloxatone
DB09255,Dextran
DB09256,Tegafur
DB09257,Gimeracil
DB09258,Bemiparin
DB09259,Reviparin
DB09260,Parnaparin
DB09261,Certoparin
DB09262,Imidafenacin
DB09263,Patiromer
DB09264,Idarucizumab
DB09265,Lixisenatide
DB09266,Technetium Tc-99m tilmanocept
DB09267,Strontium ranelate
DB09268,Sodium picosulfate
DB09269,Phenylacetic acid
DB09272,Eluxadoline
DB09273,Doxofylline
DB09274,Artesunate
DB09275,Bismuth Subcitrate
DB09276,Sodium aurothiomalate
DB09277,Choline C 11
DB09278,Activated charcoal
DB09279,Fimasartan
DB09281,Magnesium Trisilicate
DB09282,Molsidomine
DB09283,Trapidil
DB09284,Imolamine
DB09285,Morniflumate
DB09286,Pipamperone
DB09287,Polyethylene glycol
DB09288,Propacetamol
DB09289,Tianeptine
DB09290,Ramosetron
DB09291,Rolapitant
DB09292,Sacubitril
DB09293,Sodium Iodide I-131
DB09294,Sodium lactate
DB09295,Talniflumate
DB09296,Ombitasvir
DB09297,Paritaprevir
DB09299,Tenofovir alafenamide
DB09300,Scopolamine butylbromide
DB09301,Chondroitin sulfate
DB09302,Alirocumab
DB09303,Evolocumab
DB09304,Setiptiline
DB09310,Coagulation Factor XIII A-Subunit (Recombinant)
DB09311,Polycarbophil calcium
DB09312,Anti-thymocyte Globulin (Equine)
DB09313,Ioxaglic acid
DB09314,Technetium Tc-99m sodium pertechnetate
DB09315,Xenon-133
DB09316,Thallous Chloride
DB09317,"Synthetic Conjugated Estrogens, A"
DB09318,"Synthetic Conjugated Estrogens, B"
DB09320,Procaine benzylpenicillin
DB09321,Zinc oxide
DB09322,Zinc sulfate
DB09323,Benzathine benzylpenicillin
DB09324,Sulbactam
DB09325,Sodium fluoride
DB09326,Ammonia N-13
DB09327,Tegafur-uracil
DB09328,Vayarin
DB09329,"Antihemophilic Factor (Recombinant), PEGylated"
DB09330,Osimertinib
DB09331,Daratumumab
DB09332,Kappadione
DB09333,Ipodate
DB09336,Technetium Tc 99m nofetumomab merpentan
DB09337,Medical air
DB09338,Mersalyl
DB09340,Tyropanoic acid
DB09341,Glucose
DB09342,Propoxycaine
DB09343,Tipiracil
DB09344,Invert sugar
DB09345,Pramocaine
DB09346,Metrizoic acid
DB09347,Acetrizoic acid
DB09348,beta-Propiolactone
DB09349,Gastric intrinsic factor
DB09350,Piperonyl butoxide
DB09351,Levobetaxolol
DB09352,Hydroxyamphetamine hydrobromide
DB09353,Sulfur
DB09357,Dexpanthenol
DB09358,Riboflavin 5'-phosphate sodium
DB09372,Tannic acid
DB09374,Indocyanine green
DB09381,"Estrogens, esterified"
DB09389,Norgestrel
DB09391,Sorbitol
DB09394,Phosphoric acid
DB09395,Sodium acetate
DB09396,Propoxyphene napsylate
DB09397,Technetium tc 99m sulfur colloid
DB09398,Sodium fluoride F-18
DB09407,Magnesium chloride
DB09408,Sodium gluconate
DB09409,Magnesium acetate tetrahydrate
DB09412,Gallium citrate Ga-67
DB09413,"Potassium phosphate, monobasic"
DB09414,"Potassium phosphate, dibasic"
DB09420,Sodium iodide I-123
DB09421,Protirelin
DB09422,Soybean oil
DB09425,Indium in-111 pentetate disodium
DB09449,Sodium phosphate
DB09459,Tartaric acid
DB09462,Glycerin
DB09468,"Sodium phosphate, dibasic, heptahydrate"
DB09469,"Sodium phosphate, monobasic, anhydrous"
DB09470,Sodium acetate anhydrous
DB09472,Sodium sulfate anhydrous
DB09473,Indium In-111 oxyquinoline
DB09476,Sodium sulfate
DB09477,Enalaprilat
DB09479,Rubidium chloride Rb-82
DB09481,Magnesium carbonate
DB09484,Sodium monofluorophosphate
DB09485,Cysteine hydrochloride
DB09488,Acrivastine
DB09490,Indium In-111 chloride
DB09495,Avobenzone
DB09496,Octinoxate
DB09498,Strontium chloride Sr-89
DB09499,Sodium thiosulfate
DB09502,Fludeoxyglucose F-18
DB09509,Samarium Sm-153 lexidronam pentasodium
DB09510,Urea C-13
DB09511,Talc
DB09512,Simethicone
DB09513,"Urea, C-14"
DB09517,Sodium ferric gluconate complex
DB09524,"Sodium phosphate, dibasic anhydrous"
DB09525,"Sodium phosphate, monobasic, monohydrate"
DB09526,Hydroquinone
DB09534,Ecamsule
DB09535,Octocrylene
DB09536,Titanium dioxide
DB09537,Iodine povacrylex
DB09539,Omega-3-acid ethyl esters
DB09541,Sodium ascorbate
