DB00001,Lepirudin
DB01280,Nelarabine
DB01281,Abatacept
DB01282,Carbetocin
DB01283,Lumiracoxib
DB01284,Tetracosactide
DB01285,Corticotropin
DB01288,Fenoterol
DB01291,Pirbuterol
DB01296,Glucosamine
DB01297,Practolol
DB01298,Sulfacytine
DB01299,Sulfadoxine
DB01301,Rolitetracycline
DB01303,Oxtriphylline
DB01306,Insulin aspart
DB01307,Insulin detemir
DB01309,Insulin glulisine
DB01319,Fosamprenavir
DB01320,Fosphenytoin
DB01323,St. John's Wort
DB01324,Polythiazide
DB01325,Quinethazone
DB01326,Cefamandole
DB01327,Cefazolin
DB01328,Cefonicid
DB01329,Cefoperazone
DB01330,Cefotetan
DB01331,Cefoxitin
DB01332,Ceftizoxime
DB01333,Cefradine
DB01337,Pancuronium
DB01338,Pipecuronium
DB01339,Vecuronium
DB01340,Cilazapril
DB01344,Tolevamer
DB01348,Spirapril
DB01351,Amobarbital
DB01353,Butobarbital
DB01359,Penbutolol
DB01362,Iohexol
DB01364,Ephedrine
DB01365,Mephentermine
DB01366,Procaterol
DB01367,Rasagiline
DB01377,Magnesium oxide
DB01381,Ginkgo biloba
DB01382,Glymidine
DB01390,Sodium bicarbonate
DB01392,Yohimbine
DB01393,Bezafibrate
DB01394,Colchicine
DB01395,Drospirenone
DB01396,Digitoxin
DB01399,Salsalate
DB01400,Neostigmine
DB01403,Methotrimeprazine
DB01406,Danazol
DB01407,Clenbuterol
DB01409,Tiotropium
DB01410,Ciclesonide
DB01413,Cefepime
DB01415,Ceftibuten
DB01416,Cefpodoxime
DB01418,Acenocoumarol
DB01421,Paromomycin
DB01424,Aminophenazone
DB01426,Ajmaline
DB01427,Amrinone
DB01430,Almitrine
DB01432,Cholestyramine
DB01435,Antipyrine
DB01436,Alfacalcidol
DB01437,Glutethimide
DB01438,Phenazopyridine
DB01452,Diamorphine
DB01495,Dichloralphenazone
DB01501,Difenoxin
DB01544,Flunitrazepam
DB01551,Dihydrocodeine
DB01558,Bromazepam
DB01559,Clotiazepam
DB01563,Chloral hydrate
DB01574,Attapulgite
DB01575,Kaolin
DB01576,Dextroamphetamine
DB01577,Metamfetamine
DB01580,Oxprenolol
DB01581,Sulfamerazine
DB01582,Sulfamethazine
DB01586,Ursodeoxycholic acid
DB01587,Ketazolam
DB01588,Prazepam
DB01589,Quazepam
DB01590,Everolimus
DB01591,Solifenacin
DB01592,Iron
DB01593,Zinc
DB01595,Nitrazepam
DB01597,Cilastatin
DB01598,Imipenem
DB01599,Probucol
DB01600,Tiaprofenic acid
DB01601,Lopinavir
DB01602,Bacampicillin
DB01603,Meticillin
DB01604,Pivampicillin
DB01605,Pivmecillinam
DB01606,Tazobactam
DB01607,Ticarcillin
DB01608,Periciazine
DB01609,Deferasirox
DB01610,Valganciclovir
DB01611,Hydroxychloroquine
DB01612,Amyl Nitrite
DB01613,Erythrityl tetranitrate
DB01616,Alverine
DB01618,Molindone
DB01619,Phenindamine
DB01620,Pheniramine
DB01621,Pipotiazine
DB01623,Thiothixene
DB01624,Zuclopenthixol
DB01625,Isopropamide
DB01626,Pargyline
DB01627,Lincomycin
DB01628,Etoricoxib
DB01638,Sorbitol
DB01656,Roflumilast
DB01698,Rutin
DB01708,Prasterone
DB01718,Cetrimonium
DB01744,Camphor
DB01783,Pantothenic acid
DB02266,Flufenamic acid
DB02300,Calcipotriol
DB02325,Isopropyl alcohol
DB02362,Aminobenzoic acid
DB02546,Vorinostat
DB02638,Terlipressin
DB02659,Cholic Acid
DB02701,Nicotinamide
DB02703,Fusidic acid
DB02925,Piretanide
DB02959,Oxitriptan
DB03088,Pidolic acid
DB03128,Acetylcholine
DB03166,Acetic acid
DB03175,Propyl alcohol
DB03255,Phenol
DB03312,Brivudine
DB03404,Hemin
DB03585,Oxyphenbutazone
DB03614,Mecobalamin
DB03615,Ribostamycin
DB03619,Deoxycholic acid
DB03754,Tromethamine
DB03766,Propanoic acid
DB03793,Benzoic acid
DB03808,Hexamidine
DB03904,Urea
DB04173,Fructose
DB04209,Dequalinium
DB04221,Didecyldimethylammonium
DB04272,Citric acid
DB04339,Carbocisteine
DB04398,Lactic acid
DB04570,Latamoxef
DB04571,Trioxsalen
DB04572,Thiotepa
DB04573,Estriol
DB04711,Iodipamide
DB04743,Nimesulide
DB04794,Bifonazole
DB04812,Benoxaprofen
DB04813,Bithionol
DB04815,Clioquinol
DB04816,Dantron
DB04817,Metamizole
DB04820,Nialamide
DB04821,Nomifensine
DB04822,Oxeladin
DB04824,Phenolphthalein
DB04825,Prenylamine
DB04826,Thenalidine
DB04832,Zimelidine
DB04835,Maraviroc
DB04837,Clofedanol
DB04838,Cyclandelate
DB04839,Cyproterone acetate
DB04840,Debrisoquine
DB04841,Flunarizine
DB04842,Fluspirilene
DB04843,Mepenzolate
DB04844,Tetrabenazine
DB04845,Ixabepilone
DB04846,Celiprolol
DB04854,Febuxostat
DB04855,Dronedarone
DB04861,Nebivolol
DB04865,Omacetaxine mepesuccinate
DB04868,Nilotinib
DB04871,Lorcaserin
DB04876,Vildagliptin
DB04880,Enoximone
DB04895,Pegaptanib
DB04896,Milnacipran
DB04898,Ximelagatran
DB04899,Nesiritide
DB04908,Flibanserin
DB04911,Oritavancin
DB04920,Clevidipine
DB04930,Permethrin
DB04931,Afamelanotide
DB04932,Defibrotide
DB04938,Ospemifene
DB04941,Crofelemer
DB04946,Iloperidone
DB04948,Lofexidine
DB04951,Pirfenidone
DB04953,Ezogabine
DB05013,Ingenol mebutate
DB05015,Belinostat
DB05016,Ataluren
DB05018,Migalastat
DB05039,Indacaterol
DB05057,Erdosteine
DB05099,Ancrod
DB05109,Trabectedin
DB05219,Crisaborole
DB05239,Cobimetinib
DB05245,Silver sulfadiazine
DB05246,Methsuximide
DB05259,Glatiramer
DB05271,Rotigotine
DB05273,Samarium (153Sm) lexidronam
DB05294,Vandetanib
DB05311,Ecallantide
DB05316,Pimavanserin
DB05332,Romiplostim
DB05336,Obiltoxaximab
DB05351,Dexlansoprazole
DB05381,Histamine
DB05382,Iodine
DB05521,Telaprevir
DB05528,Mipomersen
DB05541,Brivaracetam
DB05578,Ramucirumab
DB05630,Sodium stibogluconate
DB05676,Apremilast
DB05679,Ustekinumab
DB05773,Trastuzumab emtansine
DB05812,Abiraterone
DB05829,Parathyroid hormone
DB05889,Inotuzumab ozogamicin
DB05990,Obeticholic acid
DB06014,Eteplirsen
DB06016,Cariprazine
DB06043,Olaratumab
DB06081,Caplacizumab
DB06144,Sertindole
DB06145,Spiramycin
DB06147,Sulfathiazole
DB06148,Mianserin
DB06149,Teicoplanin
DB06150,Sulfadimethoxine
DB06151,Acetylcysteine
DB06152,Nylidrin
DB06153,Pizotifen
DB06154,Pentaerythritol tetranitrate
DB06155,Rimonabant
DB06168,Canakinumab
DB06174,Noscapine
DB06176,Romidepsin
DB06186,Ipilimumab
DB06193,Pixantrone
DB06196,Icatibant
DB06201,Rufinamide
DB06202,Lasofoxifene
DB06203,Alogliptin
DB06204,Tapentadol
DB06206,Sugammadex
DB06207,Silodosin
DB06209,Prasugrel
DB06210,Eltrombopag
DB06211,Doripenem
DB06212,Tolvaptan
DB06213,Regadenoson
DB06216,Asenapine
DB06217,Vernakalant
DB06218,Lacosamide
DB06219,Dalbavancin
DB06228,Rivaroxaban
DB06230,Nalmefene
DB06237,Avanafil
DB06243,Eflornithine
DB06261,Hexaminolevulinate
DB06262,Droxidopa
DB06267,Udenafil
DB06268,Sitaxentan
DB06271,Sulodexide
DB06273,Tocilizumab
DB06274,Alvimopan
DB06282,Levocetirizine
DB06283,Ziconotide
DB06285,Teriparatide
DB06287,Temsirolimus
DB06288,Amisulpride
DB06290,Simeprevir
DB06292,Dapagliflozin
DB06317,Elotuzumab
DB06335,Saxagliptin
DB06366,Pertuzumab
DB06372,Rilonacept
DB06401,Bazedoxifene
DB06402,Telavancin
DB06403,Ambrisentan
DB06404,Human C1-esterase inhibitor
DB06410,Doxercalciferol
DB06412,Oxymetholone
DB06413,Armodafinil
DB06414,Etravirine
DB06439,Tyloxapol
DB06441,Cangrelor
DB06480,Prucalopride
DB06589,Pazopanib
DB06590,Ceftaroline fosamil
DB06594,Agomelatine
DB06595,Midostaurin
DB06602,Reslizumab
DB06603,Panobinostat
DB06605,Apixaban
DB06607,Catumaxomab
DB06608,Tafenoquine
DB06612,Mepolizumab
DB06614,Peramivir
DB06616,Bosutinib
DB06626,Axitinib
DB06637,Dalfampridine
DB06643,Denosumab
DB06650,Ofatumumab
DB06654,Safinamide
DB06655,Liraglutide
DB06663,Pasireotide
DB06674,Golimumab
DB06681,Belatacept
DB06684,Vilazodone
DB06688,Sipuleucel-T
DB06689,Ethanolamine oleate
DB06690,Nitrous oxide
DB06691,Mepyramine
DB06692,Aprotinin
DB06694,Xylometazoline
DB06695,Dabigatran etexilate
DB06697,Artemether
DB06698,Betahistine
DB06699,Degarelix
DB06700,Desvenlafaxine
DB06701,Dexmethylphenidate
DB06702,Fesoterodine
DB06703,Gadobutrol
DB06704,Iobenguane
DB06705,Gadofosveset trisodium
DB06706,Isometheptene
DB06708,Lumefantrine
DB06709,Methacholine
DB06710,Methyltestosterone
DB06711,Naphazoline
DB06712,Nilvadipine
DB06713,Norelgestromin
DB06715,Potassium Iodide
DB06718,Stanozolol
DB06719,Buserelin
DB06720,Velaglucerase alfa
DB06723,Aluminum hydroxide
DB06724,Calcium carbonate
DB06725,Lornoxicam
DB06729,Sulfaphenazole
DB06736,Aceclofenac
DB06742,Ambroxol
DB06751,Drotaverine
DB06752,Chymopapain
DB06753,Triclofos
DB06754,Danaparoid
DB06755,Beta carotene
DB06756,Glycine betaine
DB06759,Fomivirsen
DB06760,Sacrosidase
DB06762,Pinacidil
DB06764,Tetryzoline
DB06766,Alcaftadine
DB06767,Ammonium chloride
DB06769,Bendamustine
DB06770,Benzyl alcohol
DB06771,Besifloxacin
DB06772,Cabazitaxel
DB06773,Human calcitonin
DB06774,Capsaicin
DB06775,Carglumic acid
DB06776,Sodium cellulose phosphate
DB06777,Chenodeoxycholic acid
DB06778,Cupric sulfate
DB06779,Dalteparin
DB06781,Difluprednate
DB06782,Dimercaprol
DB06783,Prussian blue
DB06785,Ganirelix
DB06786,Halcinonide
DB06787,Hexocyclium
DB06788,Histrelin
DB06791,Lanreotide
DB06792,Lanthanum carbonate
DB06794,Lodoxamide
DB06795,Mafenide
DB06796,Mangafodipir
DB06797,Mebutamate
DB06799,Methenamine
DB06800,Methylnaltrexone
DB06802,Nepafenac
DB06803,Niclosamide
DB06809,Plerixafor
DB06810,Plicamycin
DB06811,Polidocanol
DB06812,Povidone-iodine
DB06813,Pralatrexate
DB06815,Pyrithione
DB06816,Pyrvinium
DB06817,Raltegravir
DB06819,Phenylbutyric acid
DB06820,Sulconazole
DB06821,Sulfameter
DB06822,Tinzaparin
DB06823,Tiopronin
DB06824,Triethylenetetramine
DB06825,Triptorelin
DB06826,Unoprostone
DB08329,Sulthiame
DB08439,Parecoxib
DB08604,Triclosan
DB08797,Salicylamide
DB08799,Antazoline
DB08801,Dimetindene
DB08813,Nadroparin
DB08814,Triflusal
DB08815,Lurasidone
DB08816,Ticagrelor
DB08818,Hyaluronic acid
DB08819,Tafluprost
DB08820,Ivacaftor
DB08822,Azilsartan medoxomil
DB08824,Ioflupane I-123
DB08826,Deferiprone
DB08827,Lomitapide
DB08828,Vismodegib
DB08842,Acetylcarnitine
DB08860,Pitavastatin
DB08862,Cholecystokinin
DB08864,Rilpivirine
DB08865,Crizotinib
DB08867,Ulipristal
DB08868,Fingolimod
DB08869,Tesamorelin
DB08870,Brentuximab vedotin
DB08871,Eribulin
DB08873,Boceprevir
DB08874,Fidaxomicin
DB08875,Cabozantinib
DB08876,Taliglucerase alfa
DB08877,Ruxolitinib
DB08879,Belimumab
DB08880,Teriflunomide
DB08881,Vemurafenib
DB08882,Linagliptin
DB08883,Perampanel
DB08884,Gadoxetic acid
DB08885,Aflibercept
DB08888,Ocriplasmin
DB08889,Carfilzomib
DB08890,Linaclotide
DB08893,Mirabegron
DB08894,Peginesatide
DB08895,Tofacitinib
DB08896,Regorafenib
DB08897,Aclidinium
DB08898,Glucarpidase
DB08899,Enzalutamide
DB08900,Teduglutide
DB08901,Ponatinib
DB08902,Raxibacumab
DB08903,Bedaquiline
DB08904,Certolizumab pegol
DB08905,Formestane
DB08906,Fluticasone furoate
DB08907,Canagliflozin
DB08908,Dimethyl fumarate
DB08909,Glycerol phenylbutyrate
DB08910,Pomalidomide
DB08911,Trametinib
DB08912,Dabrafenib
DB08916,Afatinib
DB08930,Dolutegravir
DB08931,Riociguat
DB08932,Macitentan
DB08933,Luliconazole
DB08934,Sofosbuvir
DB08935,Obinutuzumab
DB08936,Chlorcyclizine
DB08938,Magaldrate
DB08941,Isoxsuprine
DB08943,Isoconazole
DB08944,Isoaminile
DB08946,Iopanoic acid
DB08947,Iopamidol
DB08949,Inositol nicotinate
DB08950,Indoramin
DB08958,Hexetidine
DB08964,Gemeprost
DB08965,Fusafungine
DB08967,Dimetotiazine
DB08971,Fluocortolone
DB08976,Floctafenine
DB08981,Fenbufen
DB08985,Etilefrine
DB08987,Etidocaine
DB08995,Diosmin
DB09009,Articaine
DB09015,Canrenoic acid
DB09016,Butriptyline
DB09019,Bromhexine
DB09020,Bisacodyl
DB09026,Aliskiren
DB09027,Ledipasvir
DB09029,Secukinumab
DB09030,Vorapaxar
DB09031,Miltefosine
DB09033,Vedolizumab
DB09034,Suvorexant
DB09035,Nivolumab
DB09036,Siltuximab
DB09037,Pembrolizumab
DB09038,Empagliflozin
DB09039,Eliglustat
DB09040,Efinaconazole
DB09041,Tavaborole
DB09043,Albiglutide
DB09045,Dulaglutide
DB09046,Metreleptin
DB09049,Naloxegol
DB09051,Elosulfase alfa
DB09052,Blinatumomab
DB09053,Ibrutinib
DB09054,Idelalisib
DB09055,Acipimox
DB09056,Amorolfine
DB09059,Atosiban
DB09061,Cannabidiol
DB09063,Ceritinib
DB09064,Ciprofibrate
DB09065,Cobicistat
DB09066,Corifollitropin alfa
DB09068,Vortioxetine
DB09069,Trimetazidine
DB09070,Tibolone
DB09071,Tasimelteon
DB09072,Sodium oxybate
DB09073,Palbociclib
DB09074,Olaparib
DB09075,Edoxaban
DB09076,Umeclidinium
DB09077,Dinutuximab
DB09078,Lenvatinib
DB09079,Nintedanib
DB09080,Olodaterol
DB09081,Idebenone
DB09082,Vilanterol
DB09083,Ivabradine
DB09084,Benzydamine
DB09085,Tetracaine
DB09089,Trimebutine
DB09090,Pinaverium
DB09091,Tixocortol
DB09092,Xanthinol
DB09093,Chlortetracycline
DB09095,Difluocortolone
DB09096,Benzoyl peroxide
DB09097,Quinagolide
DB09098,Somatrem
DB09099,Somatostatin
DB09101,Elvitegravir
DB09102,Daclatasvir
DB09103,Ancestim
DB09104,Magnesium hydroxide
DB09105,Asfotase alfa
DB09106,Hydroxyethyl Starch
DB09107,Methoxy polyethylene glycol-epoetin beta
DB09110,Coenzyme M
DB09112,Nitrous acid
DB09114,Colfosceril palmitate
DB09115,Diiodohydroxyquinoline
DB09116,Calcium carbimide
DB09117,Paraldehyde
DB09118,Stiripentol
DB09120,Zucapsaicin
DB09121,Aurothioglucose
DB09122,Peginterferon beta-1a
DB09123,Dienogest
DB09124,Medrogestone
DB09125,Potassium citrate
DB09126,Chorionic Gonadotropin (Human)
DB09128,Brexpiprazole
DB09132,Gadoteric acid
DB09133,Iothalamic acid
DB09134,Ioversol
DB09135,Ioxilan
DB09137,Technetium Tc-99m mebrofenin
DB09138,Technetium Tc-99m medronate
DB09139,Technetium Tc-99m oxidronate
DB09140,Oxygen
DB09142,Sincalide
DB09143,Sonidegib
DB09144,Uridine triacetate
DB09146,Iron sucrose
DB09148,Florbetaben (18F)
DB09149,Florbetapir (18F)
DB09151,Flutemetamol (18F)
DB09152,Nitrogen
DB09153,Sodium chloride
DB09154,Sodium citrate
DB09155,Helium
DB09156,Iopromide
DB09157,Carbon dioxide
DB09160,Technetium Tc-99m tetrofosmin
DB09161,Technetium Tc-99m sestamibi
DB09163,Technetium Tc-99m exametazime
DB09164,Technetium Tc-99m disofenin
DB09165,Technetium Tc-99m pyrophosphate
DB09167,Dosulepin
DB09183,Dasabuvir
DB09185,Viloxazine
DB09205,Moxisylyte
DB09208,Pegloticase
DB09209,Pholcodine
DB09210,Piracetam
DB09213,Dexibuprofen
DB09214,Dexketoprofen
DB09216,Tolfenamic acid
DB09219,Bisoxatin
DB09220,Nicorandil
DB09222,Fibrinogen human
DB09225,Zotepine
DB09228,Conestat alfa
DB09236,Lacidipine
DB09238,Manidipine
DB09241,Methylene blue
DB09242,Moxonidine
DB09255,Dextran
DB09256,Tegafur
DB09258,Bemiparin
DB09259,Reviparin
DB09260,Parnaparin
DB09264,Idarucizumab
DB09265,Lixisenatide
DB09266,Technetium Tc-99m tilmanocept
DB09267,Strontium ranelate
DB09268,Picosulfuric acid
DB09270,Ubidecarenone
DB09272,Eluxadoline
DB09274,Artesunate
DB09276,Sodium aurothiomalate
DB09278,Activated charcoal
DB09280,Lumacaftor
DB09282,Molsidomine
DB09287,Polyethylene glycol
DB09291,Rolapitant
DB09292,Sacubitril
DB09293,Iodide I-131
DB09296,Ombitasvir
DB09297,Paritaprevir
DB09299,Tenofovir alafenamide
DB09300,Butylscopolamine
DB09301,Chondroitin sulfate
DB09302,Alirocumab
DB09303,Evolocumab
DB09310,Catridecacog
DB09312,Antilymphocyte immunoglobulin (horse)
DB09313,Ioxaglic acid
DB09314,Technetium Tc-99m pertechnetate
DB09315,Xenon-133
DB09319,Carindacillin
DB09320,Procaine benzylpenicillin
DB09321,Zinc oxide
DB09322,Zinc sulfate
DB09324,Sulbactam
DB09325,Sodium fluoride
DB09330,Osimertinib
DB09331,Daratumumab
DB09333,Iopodic acid
DB09337,Medical air
DB09340,Tyropanoic acid
DB09345,Pramocaine
DB09346,Metrizoic acid
DB09357,Dexpanthenol
DB09366,Propyliodone
DB09369,Polyestradiol phosphate
DB09370,Sodium phosphate P 32
DB09371,Norethynodrel
DB09375,Chymotrypsin
DB09382,Iodohippurate sodium I-131
DB09383,Meprednisone
DB09389,Norgestrel
DB09395,Sodium acetate
DB09397,Technetium Tc-99m sulfur colloid
DB09398,Fluoride ion F-18
DB09403,Iocetamic acid
DB09407,Magnesium chloride
DB09418,Potassium perchlorate
DB09420,Iodide I-123
DB09421,Protirelin
DB09425,Indium In-111 pentetate
DB09443,Krypton Kr 81m
DB09448,Iodohippurate sodium I-123
DB09456,Insulin beef
DB09462,Glycerin
DB09472,Sodium sulfate
DB09480,Iofetamine I-123
DB09481,Magnesium carbonate
DB09483,Potassium lactate
DB09484,Sodium fluorophosphate
DB09487,Iotrolan
DB09488,Acrivastine
DB09496,Octinoxate
DB09498,Strontium chloride Sr-89
DB09501,Ferric ammonium citrate
DB09502,Fludeoxyglucose (18F)
DB09507,Ferumoxsil
DB09510,Urea C-13
DB09516,Mequinol
DB09526,Hydroquinone
DB09532,Secretin human
DB09551,Desoxyribonuclease
DB09559,Necitumumab
DB09561,Sodium glycerophosphate
DB09564,Insulin degludec
DB09570,Ixazomib
DB10062,"Rabies virus inactivated antigen, B"
DB10276,Rotavirus vaccine
DB10283,"Rabies virus inactivated antigen, A"
DB10317,Rubella virus vaccine
DB10400,Dermatophagoides farinae
DB10401,Dermatophagoides pteronyssinus
DB10535,Karaya gum
DB10583,Clostridium tetani toxoid antigen (formaldehyde inactivated)
DB10584,Corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated)
DB10805,Yellow Fever Vaccine
DB11057,Mineral oil
DB11068,Selenic acid
DB11071,Phenyl salicylate
DB11073,Cetylpyridinium
DB11075,Hypromellose
DB11080,Silver nitrate
DB11081,Aluminum chloride
DB11085,Resorcinol
DB11091,Hydrogen peroxide
DB11092,Stannous fluoride
DB11093,Calcium citrate
DB11095,Desirudin
DB11098,Potassium bicarbonate
DB11105,Benzalkonium
DB11110,Magnesium citrate
DB11113,Castor oil
DB11117,Undecylenic acid
DB11121,Chloroxylenol
DB11123,Hypochlorite
DB11125,Benzethonium
DB11126,Calcium gluconate
DB11127,Selenious acid
DB11130,Opium
DB11145,Oxyquinoline
DB11150,Barium sulfate
DB11156,Pyrantel
DB11157,Anthralin
DB11158,Pectin
DB11181,Homatropine
DB11182,Rose bengal
DB11186,Pentoxyverine
DB11190,Pantethine
DB11191,Cobamamide
DB11228,Methylcellulose
DB11235,Thonzylamine
DB11237,Trypsin
DB11248,Zinc gluconate
DB11251,Tocopherol
DB11254,Hexylresorcinol
DB11282,Diethyltoluamide
DB11300,Thrombin
DB11312,Protein C
DB11315,Methscopolamine
DB11326,Boric acid
DB11342,Aluminum oxide
DB11348,Calcium Phosphate
DB11362,Selexipag
DB11363,Alectinib
DB11371,Alfaxalone
DB11386,Chlorobutanol
DB11387,Chloroform
DB11410,Fenbendazole
DB11431,Moxidectin
DB11442,Oleandomycin
DB11473,Metrifonate
DB11476,Virginiamycin
DB11512,Dihydrostreptomycin
DB11560,Lesinurad
DB11563,Sebelipase alfa
DB11569,Ixekizumab
DB11573,Aluminum chlorohydrate
DB11574,Elbasvir
DB11575,Grazoprevir
DB11577,Indigotindisulfonic acid
DB11580,Ravulizumab
DB11581,Venetoclax
DB11584,Pipradrol
DB11586,Asunaprevir
DB11588,Carbon monoxide
DB11590,Thimerosal
DB11591,Bilastine
DB11594,Domiphen
DB11595,Atezolizumab
DB11596,Levoleucovorin
DB11598,Antithrombin III human
DB11604,Tetanus Immune Globulin
DB11606,Susoctocog alfa
DB11609,Normethadone
DB11611,Lifitegrast
DB11613,Velpatasvir
DB11614,Rupatadine
DB11619,Gestrinone
DB11626,Tasonermin
DB11630,Temoporfin
DB11631,Eptotermin Alfa
DB11632,Opicapone
DB11633,Isavuconazole
DB11634,Colestilan chloride
DB11635,Tocofersolan
DB11636,Nomegestrol
DB11637,Delamanid
DB11639,Dibotermin alfa
DB11640,Amifampridine
DB11641,Vinflunine
DB11642,Pitolisant
DB11644,Tafamidis
DB11656,Rebamipide
DB11660,Latanoprostene bunod
DB11678,Treosulfan
DB11691,Naldemedine
DB11699,Tropisetron
DB11703,Acalabrutinib
DB11705,Iomeprol
DB11712,Tezacaftor
DB11714,Durvalumab
DB11718,Encorafenib
DB11730,Ribociclib
DB11735,Galactose
DB11738,Rilmenidine
DB11742,Ebastine
DB11748,Benfotiamine
DB11750,Clobetasol
DB11753,Rifamycin
DB11760,Talazoparib
DB11767,Sarilumab
DB11776,Brodalumab
DB11793,Niraparib
DB11799,Bictegravir
DB11800,Tivozanib
DB11817,Baricitinib
DB11820,Nifurtimox
DB11823,Esketamine
DB11827,Ertugliflozin
DB11828,Neratinib
DB11834,Guselkumab
DB11835,Indium In-111 pentetreotide
DB11837,Osilodrostat
DB11842,Angiotensin II
DB11855,Revefenacin
DB11866,Romosozumab
DB11901,Apalutamide
DB11915,Valbenazine
DB11921,Deflazacort
DB11936,Bempedoic acid
DB11942,Selinexor
DB11943,Delafloxacin
DB11945,Avelumab
DB11963,Dacomitinib
DB11967,Binimetinib
DB11978,Glasdegib
DB11979,Elagolix
DB11986,Entrectinib
DB11988,Ocrelizumab
DB11989,Benznidazole
DB11994,Diacerein
DB11995,Avatrombopag
DB12001,Abemaciclib
DB12010,Fostamatinib
DB12015,Alpelisib
DB12020,Tecovirimat
DB12023,Benralizumab
DB12026,Voxilaprevir
DB12035,Sarecycline
DB12070,Letermovir
DB12107,Vaborbactam
DB12127,Sultamicillin
DB12130,Lorlatinib
DB12141,Gilteritinib
DB12153,Citicoline
DB12159,Dupilumab
DB12243,Edaravone
DB12245,Triclabendazole
DB12267,Brigatinib
DB12277,Polihexanide
DB12278,Propiverine
DB12281,Luspatercept
DB12293,Nefopam
DB12301,Doravirine
DB12313,Dopexamine
DB12329,Eravacycline
DB12332,Rucaparib
DB12343,Temocillin
DB12364,Betrixaban
DB12366,Vestronidase alfa
DB12371,Siponimod
DB12374,Velmanase alfa
DB12401,Bromperidol
DB12404,Remimazolam
DB12407,Iobitridol
DB12455,Omadacycline
DB12466,Favipiravir
DB12473,Taurolidine
DB12474,Lynestrenol
DB12483,Copanlisib
DB12492,Piritramide
DB12498,Mogamulizumab
DB12500,Fedratinib
DB12523,Mizolastine
DB12532,Oxetacaine
DB12554,Mebeverine
DB12612,Ozanimod
DB12615,Plazomicin
DB12667,Protionamide
DB12698,Ibalizumab
DB12710,Perazine
DB12713,Sotagliflozin
DB12789,Dinoprost
DB12808,Trifarotene
DB12825,Lefamulin
DB12834,Secnidazole
DB12839,Pegvaliase
DB12865,Etelcalcetide
DB12867,Benperidol
DB12877,Oxatomide
DB12924,Ozenoxacin
DB12941,Darolutamide
DB12942,Lactitol
DB12945,Dihydralazine
DB12954,Terizidone
DB12965,Silver
DB13074,Macimorelin
DB13076,Yttrium Y-90
DB13125,Lusutrombopag
DB13133,Von Willebrand Factor Human
DB13136,Fluindione
DB13140,Bezlotoxumab
DB13142,Calcium glubionate anhydrous
DB13144,Lenograstim
DB13146,Fluciclovine (18F)
DB13148,Coagulation factor X human
DB13151,Anti-inhibitor coagulant complex
DB13156,Inosine pranobex
DB13157,Sodium lauryl sulfoacetate
DB13158,Clobetasone
DB13161,Nusinersen
DB13166,Zofenopril
DB13167,Alclofenac
DB13170,Plecanatide
DB13173,Cerliponase alfa
DB13178,Inositol
DB13179,Troleandomycin
DB13192,Antihemophilic factor human
DB13196,Valerian
DB13198,Pepsin
DB13200,Lipegfilgrastim
DB13209,Bismuth subnitrate
DB13211,Guanoxan
DB13213,Butaperazine
DB13216,Oxolamine
DB13218,Mandelic acid
DB13219,Medifoxamine
DB13221,Apronalide
DB13222,Tilbroquinol
DB13225,Dibenzepin
DB13228,Flosequinan
DB13231,Calcium lactate
DB13235,Perboric acid
DB13245,Thiram
DB13246,Quinupramine
DB13247,Pramiracetam
DB13248,Phthalylsulfathiazole
DB13249,Magnesium silicate
DB13253,Proxibarbal
DB13256,Clothiapine
DB13258,Etofamide
DB13259,Ethyl chloride
DB13262,Aceclidine
DB13265,Hexobendine
DB13267,Ritiometan
DB13268,Acetarsol
DB13269,Dichlorobenzyl alcohol
DB13270,Dibekacin
DB13273,Sultopride
DB13274,Micronomicin
DB13277,Benziodarone
DB13278,Bucetin
DB13279,Carbocromen
DB13282,Benzododecinium
DB13284,Meticrane
DB13286,Bumadizone
DB13287,Miocamycin
DB13288,Tromantadine
DB13292,Pimethixene
DB13293,Ipecac
DB13295,Atracurium
DB13306,Chlorquinaldol
DB13322,Hydrotalcite
DB13323,Trichloroethylene
DB13337,Pheneticillin
DB13345,Dihydroergocristine
DB13346,Bufexamac
DB13372,Calcium alginate
DB13381,Sodium feredetate
DB13421,Edoxudine
DB13444,Ioxitalamic acid
DB13501,Bendazac
DB13503,Tyrothricin
DB13518,Alginic acid
DB13520,Metergoline
DB13521,Alipogene tiparvovec
DB13532,Cyclopenthiazide
DB13583,Mephenesin
DB13595,Almasilate
DB13615,Mifamurtide
DB13620,Potassium gluconate
DB13624,Methoxyphenamine
DB13628,Ethyl hydroxybenzoate
DB13657,Benorilate
DB13680,Naftazone
DB13682,Cefpirome
DB13707,Sodium tartrate
DB13711,Tritoqualine
DB13720,Diphemanil
DB13743,Sodium aurotiosulfate
DB13746,Bioallethrin
DB13747,Trolamine
DB13749,Magnesium gluconate
DB13751,Glycyrrhizic acid
DB13761,Tilactase
DB13766,Lidoflazine
DB13781,Xamoterol
DB13783,Acemetacin
DB13800,Calcium levulinate
DB13801,Muzolimine
DB13813,Iodoform
DB13838,Noxytiolin
DB13848,Fluorodopa (18F)
DB13851,Artemotil
DB13853,Anethole trithione
DB13854,Gamolenic acid
DB13858,Dimazole
