DB00001,Lepirudin
DB01148,Flavoxate
DB01149,Nefazodone
DB01150,Cefprozil
DB01151,Desipramine
DB01153,Sertaconazole
DB01154,Thiamylal
DB01155,Gemifloxacin
DB01156,Bupropion
DB01157,Trimetrexate
DB01158,Bretylium
DB01159,Halothane
DB01160,Dinoprost Tromethamine
DB01161,Chloroprocaine
DB01162,Terazosin
DB01164,Calcium Chloride
DB01165,Ofloxacin
DB01166,Cilostazol
DB01167,Itraconazole
DB01168,Procarbazine
DB01169,Arsenic trioxide
DB01170,Guanethidine
DB01171,Moclobemide
DB01172,Kanamycin
DB01173,Orphenadrine
DB01174,Phenobarbital
DB01175,Escitalopram
DB01176,Cyclizine
DB01177,Idarubicin
DB01178,Chlormezanone
DB01179,Podofilox
DB01180,Rescinnamine
DB01181,Ifosfamide
DB01182,Propafenone
DB01183,Naloxone
DB01184,Domperidone
DB01185,Fluoxymesterone
DB01186,Pergolide
DB01187,Iophendylate
DB01188,Ciclopirox
DB01189,Desflurane
DB01190,Clindamycin
DB01191,Dexfenfluramine
DB01192,Oxymorphone
DB01193,Acebutolol
DB01194,Brinzolamide
DB01195,Flecainide
DB01196,Estramustine
DB01197,Captopril
DB01198,Zopiclone
DB01199,Tubocurarine
DB01200,Bromocriptine
DB01201,Rifapentine
DB01202,Levetiracetam
DB01203,Nadolol
DB01204,Mitoxantrone
DB01205,Flumazenil
DB01206,Lomustine
DB01207,Ridogrel
DB01208,Sparfloxacin
DB01209,Dezocine
DB01210,Levobunolol
DB01211,Clarithromycin
DB01212,Ceftriaxone
DB01213,Fomepizole
DB01214,Metipranolol
DB01215,Estazolam
DB01216,Finasteride
DB01217,Anastrozole
DB01218,Halofantrine
DB01219,Dantrolene
DB01220,Rifaximin
DB01221,Ketamine
DB01222,Budesonide
DB01223,Aminophylline
DB01224,Quetiapine
DB01225,Enoxaparin
DB01226,Mivacurium
DB01227,Levomethadyl Acetate
DB01228,Encainide
DB01229,Paclitaxel
DB01231,Diphenidol
DB01232,Saquinavir
DB01233,Metoclopramide
DB01234,Dexamethasone
DB01235,L-DOPA
DB01236,Sevoflurane
DB01237,Bromodiphenhydramine
DB01238,Aripiprazole
DB01239,Chlorprothixene
DB01240,Epoprostenol
DB01241,Gemfibrozil
DB01242,Clomipramine
DB01243,Chloroxine
DB01244,Bepridil
DB01245,Decamethonium
DB01246,Alimemazine
DB01247,Isocarboxazid
DB01248,Docetaxel
DB01249,Iodixanol
DB01250,Olsalazine
DB01251,Gliquidone
DB01252,Mitiglinide
DB01253,Ergonovine
DB01254,Dasatinib
DB01255,Lisdexamfetamine
DB01256,Retapamulin
DB01257,Eculizumab
DB01259,Lapatinib
DB01260,Desonide
DB01261,Sitagliptin
DB01262,Decitabine
DB01263,Posaconazole
DB01264,Darunavir
DB01265,Telbivudine
DB01266,Kunecatechins
DB01267,Paliperidone
DB01268,Sunitinib
DB01269,Panitumumab
DB01270,Ranibizumab
DB01271,Idursulfase
DB01272,Alglucosidase alfa
DB01273,Varenicline
DB01274,Arformoterol
DB01275,Hydralazine
DB01276,Exenatide
DB01277,Mecasermin
DB01278,Pramlintide
DB01279,Galsulfase
DB01280,Nelarabine
DB01281,Abatacept
DB01282,Carbetocin
DB01283,Lumiracoxib
DB01284,Cosyntropin
DB01285,Corticotropin
DB01288,Fenoterol
DB01289,Glisoxepide
DB01291,Pirbuterol
DB01294,Bismuth Subsalicylate
DB01295,Bevantolol
DB01296,Glucosamine
DB01297,Practolol
DB01298,Sulfacytine
DB01299,Sulfadoxine
DB01301,Rolitetracycline
DB01303,Oxtriphylline
DB01306,Insulin Aspart
DB01307,Insulin Detemir
DB01309,Insulin Glulisine
DB01319,Fosamprenavir
DB01320,Fosphenytoin
DB01321,Josamycin
DB01324,Polythiazide
DB01325,Quinethazone
DB01326,Cefamandole
DB01327,Cefazolin
DB01328,Cefonicid
DB01329,Cefoperazone
DB01330,Cefotetan
DB01331,Cefoxitin
DB01332,Ceftizoxime
DB01333,Cefradine
DB01336,Metocurine
DB01337,Pancuronium
DB01338,Pipecuronium
DB01339,Vecuronium
DB01340,Cilazapril
DB01342,Forasartan
DB01344,Polystyrene sulfonate
DB01346,Quinidine barbiturate
DB01347,Saprisartan
DB01348,Spirapril
DB01349,Tasosartan
DB01351,Amobarbital
DB01352,Aprobarbital
DB01353,Butethal
DB01354,Heptabarbital
DB01355,Hexobarbital
DB01356,Lithium
DB01357,Mestranol
DB01359,Penbutolol
DB01361,Troleandomycin
DB01362,Iohexol
DB01363,Ephedra
DB01364,Ephedrine
DB01365,Mephentermine
DB01366,Procaterol
DB01367,Rasagiline
DB01369,Quinupristin
DB01370,Aluminium
DB01375,Dihydroxyaluminium
DB01377,Magnesium oxide
DB01380,Cortisone acetate
DB01381,Ginkgo biloba
DB01382,Glycodiazine
DB01384,Paramethasone
DB01390,Sodium bicarbonate
DB01392,Yohimbine
DB01393,Bezafibrate
DB01394,Colchicine
DB01395,Drospirenone
DB01396,Digitoxin
DB01397,Magnesium salicylate
DB01398,Salicylate-sodium
DB01399,Salsalate
DB01400,Neostigmine
DB01401,Trisalicylate-choline
DB01403,Methotrimeprazine
DB01404,Ginseng
DB01406,Danazol
DB01407,Clenbuterol
DB01408,Bambuterol
DB01409,Tiotropium
DB01410,Ciclesonide
DB01411,Pranlukast
DB01412,Theobromine
DB01413,Cefepime
DB01414,Cefacetrile
DB01415,Ceftibuten
DB01416,Cefpodoxime
DB01418,Acenocoumarol
DB01419,Antrafenine
DB01420,Testosterone Propionate
DB01421,Paromomycin
DB01422,Nitroxoline
DB01423,Stepronin
DB01424,Aminophenazone
DB01425,Alizapride
DB01426,Ajmaline
DB01427,Amrinone
DB01428,Oxybenzone
DB01429,Aprindine
DB01430,Almitrine
DB01431,Allylestrenol
DB01432,Cholestyramine
DB01433,Methadyl Acetate
DB01435,Antipyrine
DB01436,Alfacalcidol
DB01437,Glutethimide
DB01438,Phenazopyridine
DB01440,Gamma Hydroxybutyric Acid
DB01452,Heroin
DB01463,Fencamfamine
DB01466,Ethylmorphine
DB01482,Fenethylline
DB01489,Camazepam
DB01501,Difenoxin
DB01511,Delorazepam
DB01544,Flunitrazepam
DB01545,Ethyl loflazepate
DB01550,Fenproporex
DB01551,Dihydrocodeine
DB01553,Cloxazolam
DB01558,Bromazepam
DB01559,Clotiazepam
DB01567,Fludiazepam
DB01574,Attapulgite
DB01575,Kaolin
DB01576,Dextroamphetamine
DB01577,Methamphetamine
DB01578,Metrizamide
DB01579,Phendimetrazine
DB01580,Oxprenolol
DB01581,Sulfamerazine
DB01582,Sulfamethazine
DB01583,Liotrix
DB01584,Thyroglobulin
DB01586,Ursodeoxycholic acid
DB01587,Ketazolam
DB01588,Prazepam
DB01589,Quazepam
DB01590,Everolimus
DB01591,Solifenacin
DB01592,Iron
DB01593,Zinc
DB01594,Cinolazepam
DB01595,Nitrazepam
DB01597,Cilastatin
DB01598,Imipenem
DB01599,Probucol
DB01600,Tiaprofenic acid
DB01601,Lopinavir
DB01602,Bacampicillin
DB01603,Meticillin
DB01604,Pivampicillin
DB01605,Pivmecillinam
DB01606,Tazobactam
DB01607,Ticarcillin
DB01608,Propericiazine
DB01609,Deferasirox
DB01610,Valganciclovir
DB01611,Hydroxychloroquine
DB01612,Amyl Nitrite
DB01613,Erythrityl Tetranitrate
DB01614,Acepromazine
DB01615,Aceprometazine
DB01616,Alverine
DB01618,Molindone
DB01619,Phenindamine
DB01620,Pheniramine
DB01621,Pipotiazine
DB01622,Thioproperazine
DB01623,Thiothixene
DB01624,Zuclopenthixol
DB01625,Isopropamide
DB01626,Pargyline
DB01627,Lincomycin
DB01628,Etoricoxib
DB01656,Roflumilast
DB01764,Dalfopristin
DB02187,Equilin
DB02300,Calcipotriol
DB02546,Vorinostat
DB02638,Terlipressin
DB02659,Cholic Acid
DB02703,Fusidic Acid
DB02959,Oxitriptan
DB03147,Flavin adenine dinucleotide
DB03166,Acetic acid
DB03255,Phenol
DB04552,Niflumic Acid
DB04570,Latamoxef
DB04571,Trioxsalen
DB04572,Thiotepa
DB04573,Estriol
DB04574,Estropipate
DB04575,Quinestrol
DB04576,Fleroxacin
DB04711,Iodipamide
DB04786,Suramin
DB04794,Bifonazole
DB04835,Maraviroc
DB04837,Clofedanol
DB04838,Cyclandelate
DB04839,Cyproterone acetate
DB04840,Debrisoquin
DB04841,Flunarizine
DB04842,Fluspirilene
DB04843,Mepenzolate
DB04844,Tetrabenazine
DB04845,Ixabepilone
DB04855,Dronedarone
DB04861,Nebivolol
DB04865,Homoharringtonine
DB04868,Nilotinib
DB04871,Lorcaserin
DB04876,Vildagliptin
DB04877,Voacamine
DB04878,Voglibose
DB04880,Enoximone
DB04890,Bepotastine
DB04894,Vapreotide
DB04895,Pegaptanib
DB04896,Milnacipran
DB04897,Lucinactant
DB04898,Ximelagatran
DB04899,Nesiritide
DB04900,Thymalfasin
DB04911,Oritavancin
DB04920,Clevidipine
DB04930,Permethrin
DB04932,Defibrotide
DB04938,Ospemifene
DB04941,Crofelemer
DB04942,Tamibarotene
DB04946,Iloperidone
DB04948,Lofexidine
DB04953,Ezogabine
DB04967,Lucanthone
DB05013,Ingenol Mebutate
DB05039,Indacaterol
DB05109,Trabectedin
DB05245,Silver sulfadiazine
DB05246,Methsuximide
DB05258,Natural alpha interferon
DB05259,Glatiramer Acetate
DB05260,Gallium nitrate
DB05265,Ecabet
DB05266,Ibudilast
DB05269,AST-120
DB05271,Rotigotine
DB05273,Samarium (153sm) lexidronam
DB05275,transdermal testosterone gel
DB05276,hepatitis B immune globulin
DB05278,inhaled insulin
DB05294,Vandetanib
DB05332,Romiplostim
DB05368,Ragweed pollen extract
DB05389,WF10
DB05521,Telaprevir
DB05528,Mipomersen
DB05630,Sodium stibogluconate
DB05773,ado-trastuzumab emtansine
DB05777,ART-123
DB05812,Abiraterone
DB05829,Preotact
DB06144,Sertindole
DB06147,Sulfathiazole
DB06148,Mianserin
DB06149,Teicoplanin
DB06150,Sulfadimethoxine
DB06151,Acetylcysteine
DB06155,Rimonabant
DB06168,Canakinumab
DB06186,Ipilimumab
DB06196,Icatibant
DB06201,Rufinamide
DB06203,Alogliptin
DB06204,Tapentadol
DB06207,Silodosin
DB06209,Prasugrel
DB06210,Eltrombopag
DB06212,Tolvaptan
DB06213,Regadenoson
DB06216,Asenapine
DB06218,Lacosamide
DB06228,Rivaroxaban
DB06237,Avanafil
DB06255,Incadronate
DB06262,Droxidopa
DB06267,Udenafil
DB06268,Sitaxentan
DB06271,Sulodexide
DB06273,Tocilizumab
DB06274,Alvimopan
DB06285,Teriparatide
DB06287,Temsirolimus
DB06288,Amisulpride
DB06290,SIMEPREVIR
DB06292,Dapagliflozin
DB06335,Saxagliptin
DB06366,Pertuzumab
DB06372,Rilonacept
DB06402,Telavancin
DB06414,Etravirine
DB06439,Tyloxapol
DB06589,Pazopanib
DB06590,Ceftaroline fosamil
DB06594,Agomelatine
DB06605,Apixaban
DB06614,Peramivir
DB06616,Bosutinib
DB06623,Flupirtine
DB06626,Axitinib
DB06637,Dalfampridine
DB06643,Denosumab
DB06655,Liraglutide
DB06663,Pasireotide
DB06674,golimumab
DB06681,Belatacept
DB06684,Vilazodone
DB06689,Ethanolamine Oleate
DB06691,Mepyramine
DB06692,Aprotinin
DB06694,Xylometazoline
DB06695,Dabigatran etexilate
DB06696,Arbekacin
DB06697,Artemether
DB06698,Betahistine
DB06699,Degarelix
DB06700,Desvenlafaxine
DB06701,Dexmethylphenidate
DB06702,Fesoterodine
DB06703,Gadobutrol
DB06704,Iobenguane
DB06705,Gadofosveset trisodium
DB06706,Isometheptene
DB06707,Levonordefrin
DB06708,Lumefantrine
DB06709,Methacholine
DB06710,Methyltestosterone
DB06711,Naphazoline
DB06712,Nilvadipine
DB06713,Norelgestromin
DB06714,Propylhexedrine
DB06715,Potassium Iodide
DB06716,Fospropofol
DB06717,Fosaprepitant
DB06718,Stanozolol
DB06719,Buserelin
DB06720,Velaglucerase alfa
DB06723,Aluminum hydroxide
DB06724,Calcium carbonate
DB06725,Lornoxicam
DB06729,Sulfaphenazole
DB06730,Gestodene
DB06738,Ketobemidone
DB06742,Ambroxol
DB06751,Drotaverine
DB06766,Alcaftadine
DB06768,Ammonium lactate
DB06770,Benzyl alcohol
DB06771,Besifloxacin
DB06772,Cabazitaxel
DB06775,Carglumic Acid
DB06777,Chenodeoxycholic acid
DB06779,Dalteparin
DB06781,Difluprednate
DB06782,Dimercaprol
DB06795,Mafenide
DB06800,Methylnaltrexone
DB06802,Nepafenac
DB06803,Niclosamide
DB06804,Nonoxynol-9
DB06809,Plerixafor
DB06810,Plicamycin
DB06811,Polidocanol
DB06813,Pralatrexate
DB06817,Raltegravir
DB06822,Tinzaparin
DB06827,Viomycin
DB08604,Triclosan
DB08792,Diloxanide
DB08795,Azidocillin
DB08796,Pipazethate
DB08797,Salicylamide
DB08798,Sulfamoxole
DB08799,Antazoline
DB08800,Chloropyramine
DB08801,Dimetindene
DB08802,Isothipendyl
DB08803,Tymazoline
DB08804,Nandrolone decanoate
DB08806,Roxatidine acetate
DB08807,Bopindolol
DB08808,Bupranolol
DB08810,Cinitapride
DB08811,Tofisopam
DB08813,Nadroparin
DB08814,Triflusal
DB08815,Lurasidone
DB08816,Ticagrelor
DB08818,Hyaluronan
DB08819,Tafluprost
DB08820,Ivacaftor
DB08822,Azilsartan medoxomil
DB08823,Spinosad
DB08824,Ioflupane I 123
DB08826,Deferiprone
DB08827,Lomitapide
DB08828,Vismodegib
DB08834,Tauroursodeoxycholic acid
DB08835,Spaglumic Acid
DB08842,Acetylcarnitine
DB08847,Hydroxyproline
DB08860,Pitavastatin
DB08864,Rilpivirine
DB08865,Crizotinib
DB08866,Estradiol valerate/Dienogest
DB08868,Fingolimod
DB08869,Tesamorelin
DB08870,Brentuximab vedotin
DB08871,Eribulin
DB08872,gabapentin enacarbil
DB08873,Boceprevir
DB08874,Fidaxomicin
DB08875,Cabozantinib
DB08876,Taliglucerase Alfa
DB08877,Ruxolitinib
DB08879,Belimumab
DB08880,Teriflunomide
DB08881,Vemurafenib
DB08882,Linagliptin
DB08883,Perampanel
DB08884,Gadoxetate
DB08885,Aflibercept
DB08886,Asparaginase Erwinia chrysanthemi
DB08887,Icosapent ethyl
DB08888,Ocriplasmin
DB08889,Carfilzomib
DB08890,Linaclotide
DB08893,Mirabegron
DB08894,Peginesatide
DB08895,Tofacitinib
DB08896,Regorafenib
DB08897,Aclidinium
DB08898,Glucarpidase
DB08899,Enzalutamide
DB08900,Teduglutide
DB08901,Ponatinib
DB08902,Raxibacumab
DB08903,Bedaquiline
DB08904,Certolizumab pegol
DB08905,Formestane
DB08906,Fluticasone furoate
DB08907,Canagliflozin
DB08908,Dimethyl fumarate
DB08909,Glycerol Phenylbutyrate
DB08910,Pomalidomide
DB08911,Trametinib
DB08912,Dabrafenib
DB08913,Radium Ra 223 Dichloride
DB08914,"Insulin, isophane"
DB08916,Afatinib
DB08917,Ferric Carboxymaltose
DB08918,Levomilnacipran
DB08923,Epoetin Zeta
DB08924,Amfecloral
DB08928,Arsthinol
DB08930,Dolutegravir
DB08932,MACITENTAN
DB08933,LULICONAZOLE
DB08934,Sofosbuvir
DB08935,Obinutuzumab
DB08936,Chlorcyclizine
DB08941,Isoxsuprine
DB08943,Isoconazole
DB08944,Isoaminile
DB08946,Iopanoic acid
DB08947,Iopamidol
DB08954,Ifenprodil
DB08957,Hexoprenaline
DB08958,Hexetidine
DB08964,Gemeprost
DB08965,Fusafungine
DB08966,Fursultiamine
DB08967,Dimetotiazine
DB08968,Fominoben
DB08970,Fluprednidene Acetate
DB08971,Fluocortolone
DB08973,Fluclorolone acetonide
DB08974,Flubendazole
DB08976,Floctafenine
DB08977,Fibrinolysin
DB08979,Fenspiride
DB08981,Fenbufen
DB08982,Etozoline
DB08983,Etofibrate
DB08984,Etofenamate
DB08987,Etidocaine
DB08990,Eprazinone
DB08991,Epirizole
DB08992,Eperisone
DB08993,Enviomycin
DB08994,Ditazole
DB08995,Diosmin
DB08996,Dimetacrine
DB08998,Demexiptiline
DB09000,Cyamemazine
DB09002,Cloperastine
DB09003,Clocapramine
DB09006,Clinofibrate
DB09008,Cephaloridine
DB09009,Articaine
DB09012,Carbazochrome
DB09014,Captodiame
DB09015,Potassium Canrenoate
DB09016,Butriptyline
DB09017,Brotizolam
DB09018,Bromopride
DB09019,Bromhexine
DB09020,Bisacodyl
DB09021,Benzoctamine
DB09024,Follitropin Alpha
DB09026,Aliskiren
DB09028,Cytisine
DB09029,Secukinumab
