DB00001,Lepirudin
DB01174,Phenobarbital
DB01175,Escitalopram
DB01176,Cyclizine
DB01177,Idarubicin
DB01178,Chlormezanone
DB01179,Podofilox
DB01180,Rescinnamine
DB01181,Ifosfamide
DB01182,Propafenone
DB01183,Naloxone
DB01184,Domperidone
DB01185,Fluoxymesterone
DB01186,Pergolide
DB01187,Iophendylate
DB01188,Ciclopirox
DB01189,Desflurane
DB01190,Clindamycin
DB01191,Dexfenfluramine
DB01192,Oxymorphone
DB01193,Acebutolol
DB01194,Brinzolamide
DB01195,Flecainide
DB01196,Estramustine
DB01197,Captopril
DB01198,Zopiclone
DB01199,Tubocurarine
DB01200,Bromocriptine
DB01201,Rifapentine
DB01202,Levetiracetam
DB01203,Nadolol
DB01204,Mitoxantrone
DB01205,Flumazenil
DB01206,Lomustine
DB01208,Sparfloxacin
DB01209,Dezocine
DB01210,Levobunolol
DB01211,Clarithromycin
DB01212,Ceftriaxone
DB01213,Fomepizole
DB01214,Metipranolol
DB01215,Estazolam
DB01216,Finasteride
DB01217,Anastrozole
DB01218,Halofantrine
DB01219,Dantrolene
DB01220,Rifaximin
DB01221,Ketamine
DB01222,Budesonide
DB01223,Aminophylline
DB01224,Quetiapine
DB01225,Enoxaparin
DB01226,Mivacurium
DB01227,Levacetylmethadol
DB01228,Encainide
DB01229,Paclitaxel
DB01230,Pemoline
DB01231,Diphenidol
DB01232,Saquinavir
DB01233,Metoclopramide
DB01234,Dexamethasone
DB01235,Levodopa
DB01236,Sevoflurane
DB01237,Bromodiphenhydramine
DB01238,Aripiprazole
DB01239,Chlorprothixene
DB01240,Epoprostenol
DB01241,Gemfibrozil
DB01242,Clomipramine
DB01243,Chloroxine
DB01244,Bepridil
DB01245,Decamethonium
DB01246,Alimemazine
DB01247,Isocarboxazid
DB01248,Docetaxel
DB01249,Iodixanol
DB01250,Olsalazine
DB01251,Gliquidone
DB01253,Ergometrine
DB01254,Dasatinib
DB01255,Lisdexamfetamine
DB01256,Retapamulin
DB01257,Eculizumab
DB01259,Lapatinib
DB01260,Desonide
DB01261,Sitagliptin
DB01262,Decitabine
DB01263,Posaconazole
DB01264,Darunavir
DB01265,Telbivudine
DB01266,Sinecatechins
DB01267,Paliperidone
DB01268,Sunitinib
DB01269,Panitumumab
DB01270,Ranibizumab
DB01271,Idursulfase
DB01272,Alglucosidase alfa
DB01273,Varenicline
DB01274,Arformoterol
DB01275,Hydralazine
DB01276,Exenatide
DB01277,Mecasermin
DB01278,Pramlintide
DB01279,Galsulfase
DB01280,Nelarabine
DB01281,Abatacept
DB01282,Carbetocin
DB01283,Lumiracoxib
DB01284,Tetracosactide
DB01285,Corticotropin
DB01288,Fenoterol
DB01291,Pirbuterol
DB01294,Bismuth subsalicylate
DB01296,Glucosamine
DB01297,Practolol
DB01298,Sulfacytine
DB01299,Sulfadoxine
DB01301,Rolitetracycline
DB01303,Oxtriphylline
DB01306,Insulin aspart
DB01307,Insulin detemir
DB01309,Insulin glulisine
DB01319,Fosamprenavir
DB01320,Fosphenytoin
DB01322,Kava
DB01323,St. John's Wort
DB01324,Polythiazide
DB01325,Quinethazone
DB01326,Cefamandole
DB01327,Cefazolin
DB01328,Cefonicid
DB01329,Cefoperazone
DB01330,Cefotetan
DB01331,Cefoxitin
DB01332,Ceftizoxime
DB01333,Cefradine
DB01336,Metocurine
DB01337,Pancuronium
DB01338,Pipecuronium
DB01339,Vecuronium
DB01340,Cilazapril
DB01344,Tolevamer
DB01345,Potassium cation
DB01346,Quinidine barbiturate
DB01348,Spirapril
DB01351,Amobarbital
DB01353,Butobarbital
DB01357,Mestranol
DB01359,Penbutolol
DB01362,Iohexol
DB01364,Ephedrine
DB01365,Mephentermine
DB01366,Procaterol
DB01367,Rasagiline
DB01369,Quinupristin
DB01370,Aluminium
DB01373,Calcium
DB01377,Magnesium oxide
DB01378,Magnesium cation
DB01380,Cortisone acetate
DB01381,Ginkgo biloba
DB01382,Glymidine
DB01390,Sodium bicarbonate
DB01392,Yohimbine
DB01393,Bezafibrate
DB01394,Colchicine
DB01395,Drospirenone
DB01396,Digitoxin
DB01399,Salsalate
DB01400,Neostigmine
DB01401,Choline magnesium trisalicylate
DB01403,Methotrimeprazine
DB01404,Ginseng
DB01406,Danazol
DB01407,Clenbuterol
DB01409,Tiotropium
DB01410,Ciclesonide
DB01413,Cefepime
DB01415,Ceftibuten
DB01416,Cefpodoxime
DB01418,Acenocoumarol
DB01419,Antrafenine
DB01420,Testosterone propionate
DB01421,Paromomycin
DB01424,Aminophenazone
DB01426,Ajmaline
DB01427,Amrinone
DB01428,Oxybenzone
DB01430,Almitrine
DB01432,Cholestyramine
DB01435,Antipyrine
DB01436,Alfacalcidol
DB01437,Glutethimide
DB01438,Phenazopyridine
DB01440,gamma-Hydroxybutyric acid
DB01452,Diamorphine
DB01495,Dichloralphenazone
DB01501,Difenoxin
DB01544,Flunitrazepam
DB01551,Dihydrocodeine
DB01558,Bromazepam
DB01559,Clotiazepam
DB01563,Chloral hydrate
DB01574,Attapulgite
DB01575,Kaolin
DB01576,Dextroamphetamine
DB01577,Metamfetamine
DB01579,Phendimetrazine
DB01580,Oxprenolol
DB01581,Sulfamerazine
DB01582,Sulfamethazine
DB01583,Liotrix
DB01584,Thyroglobulin
DB01586,Ursodeoxycholic acid
DB01587,Ketazolam
DB01588,Prazepam
DB01589,Quazepam
DB01590,Everolimus
DB01591,Solifenacin
DB01592,Iron
DB01593,Zinc
DB01595,Nitrazepam
DB01597,Cilastatin
DB01598,Imipenem
DB01599,Probucol
DB01600,Tiaprofenic acid
DB01601,Lopinavir
DB01602,Bacampicillin
DB01603,Meticillin
DB01604,Pivampicillin
DB01605,Pivmecillinam
DB01606,Tazobactam
DB01607,Ticarcillin
DB01608,Periciazine
DB01609,Deferasirox
DB01610,Valganciclovir
DB01611,Hydroxychloroquine
DB01612,Amyl Nitrite
DB01613,Erythrityl tetranitrate
DB01616,Alverine
DB01618,Molindone
DB01619,Phenindamine
DB01620,Pheniramine
DB01621,Pipotiazine
DB01623,Thiothixene
DB01624,Zuclopenthixol
DB01625,Isopropamide
DB01626,Pargyline
DB01627,Lincomycin
DB01628,Etoricoxib
DB01632,5-O-phosphono-alpha-D-ribofuranosyl diphosphate
DB01638,Sorbitol
DB01656,Roflumilast
DB01698,Rutin
DB01708,Prasterone
DB01718,Cetrimonium
DB01744,Camphor
DB01764,Dalfopristin
DB01783,Pantothenic acid
DB01839,Propylene glycol
DB01914,D-glucose
DB01956,Taurine
DB01987,Cocarboxylase
DB02266,Flufenamic acid
DB02300,Calcipotriol
DB02325,Isopropyl alcohol
DB02362,Aminobenzoic acid
DB02513,Thymol
DB02530,gamma-Aminobutyric acid
DB02546,Vorinostat
DB02638,Terlipressin
DB02659,Cholic Acid
DB02701,Nicotinamide
DB02703,Fusidic acid
DB02709,Resveratrol
DB02772,Sucrose
DB02789,Pregnenolone
DB02893,D-Methionine
DB02925,Piretanide
DB02959,Oxitriptan
DB03017,Lauric acid
DB03085,Glycolic acid
DB03088,Pidolic acid
DB03128,Acetylcholine
DB03147,Flavin adenine dinucleotide
DB03166,Acetic acid
DB03175,Propyl alcohol
DB03193,Stearic acid
DB03209,Oteracil
DB03247,Flavin mononucleotide
DB03255,Phenol
DB03310,Glutathione disulfide
DB03312,Brivudine
DB03404,Hemin
DB03585,Oxyphenbutazone
DB03614,Methylcobalamin
DB03615,Ribostamycin
DB03619,Deoxycholic acid
DB03754,Tromethamine
DB03756,Doconexent
DB03766,Propanoic acid
DB03793,Benzoic acid
DB03796,Palmitic Acid
DB03843,Formaldehyde
DB03904,Urea
DB03929,D-Serine
DB04038,Ergosterol
DB04115,Berberine
DB04160,Pyrophosphoric acid
DB04173,Fructose
DB04209,Dequalinium
DB04221,Didecyldimethylammonium
DB04224,Oleic Acid
DB04272,Citric acid
DB04339,Carbocisteine
DB04348,Taurocholic acid
DB04398,Lactic acid
DB04465,Lactose
DB04540,Cholesterol
DB04564,Gluconolactone
DB04570,Latamoxef
DB04571,Trioxsalen
DB04572,Thiotepa
DB04573,Estriol
DB04574,Estrone sulfate
DB04575,Quinestrol
DB04657,Carboxin
DB04703,Hesperidin
DB04711,Iodipamide
DB04743,Nimesulide
DB04794,Bifonazole
DB04812,Benoxaprofen
DB04813,Bithionol
DB04815,Clioquinol
DB04816,Dantron
DB04817,Metamizole
DB04820,Nialamide
DB04821,Nomifensine
DB04822,Oxeladin
DB04824,Phenolphthalein
DB04825,Prenylamine
DB04826,Thenalidine
DB04827,Urethane
DB04832,Zimelidine
DB04834,Rapacuronium
DB04835,Maraviroc
DB04837,Clofedanol
DB04838,Cyclandelate
DB04839,Cyproterone acetate
DB04840,Debrisoquine
DB04841,Flunarizine
DB04842,Fluspirilene
DB04843,Mepenzolate
DB04844,Tetrabenazine
DB04845,Ixabepilone
DB04846,Celiprolol
DB04854,Febuxostat
DB04855,Dronedarone
DB04861,Nebivolol
DB04864,Huperzine A
DB04865,Omacetaxine mepesuccinate
DB04868,Nilotinib
DB04871,Lorcaserin
DB04876,Vildagliptin
DB04880,Enoximone
DB04890,Bepotastine
DB04895,Pegaptanib
DB04896,Milnacipran
DB04897,Lucinactant
DB04898,Ximelagatran
DB04899,Nesiritide
DB04908,Flibanserin
DB04911,Oritavancin
DB04918,Ceftobiprole
DB04920,Clevidipine
DB04923,rhThrombin
DB04930,Permethrin
DB04931,Afamelanotide
DB04932,Defibrotide
DB04938,Ospemifene
DB04941,Crofelemer
DB04945,Hemoglobin
DB04946,Iloperidone
DB04948,Lofexidine
DB04951,Pirfenidone
DB04953,Ezogabine
DB05013,Ingenol mebutate
DB05015,Belinostat
DB05016,Ataluren
DB05018,Migalastat
DB05039,Indacaterol
DB05057,Erdosteine
DB05084,Abaloparatide
DB05099,Ancrod
DB05109,Trabectedin
DB05154,Pretomanid
DB05219,Crisaborole
DB05239,Cobimetinib
DB05245,Silver sulfadiazine
DB05246,Methsuximide
DB05259,Glatiramer
DB05260,Gallium nitrate
DB05271,Rotigotine
DB05273,Samarium (153Sm) lexidronam
DB05276,Hepatitis B Immune Globulin
DB05294,Vandetanib
DB05299,keyhole limpet hemocyanin
DB05311,Ecallantide
DB05316,Pimavanserin
DB05332,Romiplostim
DB05336,Obiltoxaximab
DB05351,Dexlansoprazole
DB05368,Ragweed pollen extract
DB05381,Histamine
DB05382,Iodine
DB05384,Carbopol 974P
DB05389,Tetrachlorodecaoxide
DB05521,Telaprevir
DB05528,Mipomersen
DB05541,Brivaracetam
DB05578,Ramucirumab
DB05630,Sodium stibogluconate
DB05676,Apremilast
DB05679,Ustekinumab
DB05773,Trastuzumab emtansine
DB05777,Thrombomodulin Alfa
DB05812,Abiraterone
DB05829,Parathyroid hormone
DB05889,Inotuzumab ozogamicin
DB05990,Obeticholic acid
DB06014,Eteplirsen
DB06016,Cariprazine
DB06043,Olaratumab
DB06077,Lumateperone
DB06081,Caplacizumab
DB06119,Cenobamate
DB06144,Sertindole
DB06145,Spiramycin
DB06147,Sulfathiazole
DB06148,Mianserin
DB06149,Teicoplanin
DB06150,Sulfadimethoxine
DB06151,Acetylcysteine
DB06152,Nylidrin
DB06153,Pizotifen
DB06154,Pentaerythritol tetranitrate
DB06155,Rimonabant
DB06168,Canakinumab
DB06174,Noscapine
DB06176,Romidepsin
DB06186,Ipilimumab
DB06193,Pixantrone
DB06196,Icatibant
DB06201,Rufinamide
DB06202,Lasofoxifene
DB06203,Alogliptin
DB06204,Tapentadol
DB06205,Vorhyaluronidase alfa
DB06206,Sugammadex
DB06207,Silodosin
DB06209,Prasugrel
DB06210,Eltrombopag
DB06211,Doripenem
DB06212,Tolvaptan
DB06213,Regadenoson
DB06215,Ferumoxytol
DB06216,Asenapine
DB06217,Vernakalant
DB06218,Lacosamide
DB06219,Dalbavancin
DB06228,Rivaroxaban
DB06230,Nalmefene
DB06237,Avanafil
DB06243,Eflornithine
DB06249,Arzoxifene
DB06261,Hexaminolevulinate
DB06262,Droxidopa
DB06267,Udenafil
DB06268,Sitaxentan
DB06271,Sulodexide
DB06273,Tocilizumab
DB06274,Alvimopan
DB06282,Levocetirizine
DB06283,Ziconotide
DB06285,Teriparatide
DB06287,Temsirolimus
DB06288,Amisulpride
DB06290,Simeprevir
DB06292,Dapagliflozin
DB06317,Elotuzumab
DB06335,Saxagliptin
DB06361,rsPSMA Vaccine
DB06366,Pertuzumab
DB06372,Rilonacept
DB06401,Bazedoxifene
DB06402,Telavancin
DB06403,Ambrisentan
DB06404,Human C1-esterase inhibitor
DB06410,Doxercalciferol
DB06412,Oxymetholone
DB06413,Armodafinil
DB06414,Etravirine
DB06415,Calfactant
DB06439,Tyloxapol
DB06441,Cangrelor
DB06480,Prucalopride
DB06589,Pazopanib
DB06590,Ceftaroline fosamil
DB06594,Agomelatine
DB06595,Midostaurin
DB06602,Reslizumab
DB06603,Panobinostat
DB06605,Apixaban
DB06607,Catumaxomab
DB06608,Tafenoquine
DB06612,Mepolizumab
DB06614,Peramivir
DB06616,Bosutinib
DB06626,Axitinib
DB06636,Isavuconazonium
DB06637,Dalfampridine
DB06643,Denosumab
DB06650,Ofatumumab
DB06654,Safinamide
DB06655,Liraglutide
DB06663,Pasireotide
DB06674,Golimumab
DB06681,Belatacept
DB06684,Vilazodone
DB06688,Sipuleucel-T
DB06689,Ethanolamine oleate
DB06690,Nitrous oxide
DB06691,Mepyramine
DB06692,Aprotinin
DB06694,Xylometazoline
DB06695,Dabigatran etexilate
DB06697,Artemether
DB06698,Betahistine
DB06699,Degarelix
DB06700,Desvenlafaxine
DB06701,Dexmethylphenidate
DB06702,Fesoterodine
DB06703,Gadobutrol
DB06704,Iobenguane
DB06705,Gadofosveset trisodium
DB06706,Isometheptene
DB06707,Levonordefrin
DB06708,Lumefantrine
DB06709,Methacholine
DB06710,Methyltestosterone
DB06711,Naphazoline
DB06712,Nilvadipine
DB06713,Norelgestromin
DB06714,Propylhexedrine
DB06715,Potassium Iodide
DB06716,Fospropofol
DB06717,Fosaprepitant
DB06718,Stanozolol
DB06719,Buserelin
DB06720,Velaglucerase alfa
DB06723,Aluminum hydroxide
DB06724,Calcium carbonate
DB06725,Lornoxicam
DB06729,Sulfaphenazole
DB06736,Aceclofenac
DB06742,Ambroxol
DB06751,Drotaverine
DB06752,Chymopapain
DB06753,Triclofos
DB06754,Danaparoid
DB06755,Beta carotene
DB06756,Glycine betaine
DB06757,Manganese
DB06759,Fomivirsen
DB06760,Sacrosidase
DB06761,Beractant
DB06762,Pinacidil
DB06764,Tetryzoline
DB06766,Alcaftadine
DB06767,Ammonium chloride
DB06768,Ammonium lactate
DB06769,Bendamustine
DB06770,Benzyl alcohol
DB06771,Besifloxacin
DB06772,Cabazitaxel
DB06773,Human calcitonin
DB06774,Capsaicin
DB06775,Carglumic acid
DB06776,Sodium cellulose phosphate
DB06777,Chenodeoxycholic acid
DB06778,Cupric sulfate
DB06779,Dalteparin
DB06780,Desoxycorticosterone acetate
DB06781,Difluprednate
DB06782,Dimercaprol
DB06783,Prussian blue
DB06784,Gallium citrate Ga 67
DB06785,Ganirelix
DB06786,Halcinonide
DB06787,Hexocyclium
DB06788,Histrelin
DB06789,Hydroxyprogesterone caproate
DB06791,Lanreotide
DB06792,Lanthanum carbonate
DB06794,Lodoxamide
DB06795,Mafenide
DB06796,Mangafodipir
DB06797,Mebutamate
DB06799,Methenamine
DB06800,Methylnaltrexone
DB06802,Nepafenac
DB06803,Niclosamide
DB06804,Nonoxynol-9
DB06807,Phenyl aminosalicylate
DB06809,Plerixafor
DB06810,Plicamycin
DB06811,Polidocanol
DB06812,Povidone-iodine
DB06813,Pralatrexate
DB06814,Protokylol
DB06815,Pyrithione
DB06816,Pyrvinium
DB06817,Raltegravir
DB06819,Phenylbutyric acid
DB06820,Sulconazole
DB06821,Sulfameter
DB06822,Tinzaparin
DB06823,Tiopronin
DB06824,Triethylenetetramine
DB06825,Triptorelin
DB06826,Unoprostone
DB06827,Viomycin
DB07565,Chloramphenicol succinate
DB07776,Flavone
DB08439,Parecoxib
DB08604,Triclosan
DB08797,Salicylamide
DB08799,Antazoline
DB08801,Dimetindene
DB08804,Nandrolone decanoate
DB08809,Dichloroacetic acid
DB08813,Nadroparin
DB08814,Triflusal
DB08815,Lurasidone
DB08816,Ticagrelor
DB08818,Hyaluronic acid
DB08819,Tafluprost
DB08820,Ivacaftor
DB08822,Azilsartan medoxomil
DB08823,Spinosad
DB08824,Ioflupane I-123
DB08826,Deferiprone
DB08827,Lomitapide
DB08828,Vismodegib
DB08842,Acetylcarnitine
DB08860,Pitavastatin
DB08862,Cholecystokinin
DB08864,Rilpivirine
DB08865,Crizotinib
DB08867,Ulipristal
DB08868,Fingolimod
DB08869,Tesamorelin
DB08870,Brentuximab vedotin
DB08871,Eribulin
DB08872,Gabapentin enacarbil
DB08873,Boceprevir
DB08874,Fidaxomicin
DB08875,Cabozantinib
DB08876,Taliglucerase alfa
DB08877,Ruxolitinib
DB08879,Belimumab
DB08880,Teriflunomide
DB08881,Vemurafenib
DB08882,Linagliptin
DB08883,Perampanel
DB08884,Gadoxetic acid
DB08885,Aflibercept
DB08886,Asparaginase Erwinia chrysanthemi
DB08887,Icosapent ethyl
DB08888,Ocriplasmin
DB08889,Carfilzomib
DB08890,Linaclotide
DB08893,Mirabegron
DB08894,Peginesatide
DB08895,Tofacitinib
DB08896,Regorafenib
DB08897,Aclidinium
DB08898,Glucarpidase
DB08899,Enzalutamide
DB08900,Teduglutide
DB08901,Ponatinib
DB08902,Raxibacumab
DB08903,Bedaquiline
DB08904,Certolizumab pegol
DB08905,Formestane
DB08906,Fluticasone furoate
DB08907,Canagliflozin
DB08908,Dimethyl fumarate
DB08909,Glycerol phenylbutyrate
DB08910,Pomalidomide
DB08911,Trametinib
DB08912,Dabrafenib
DB08913,Radium Ra 223 Dichloride
DB08916,Afatinib
DB08917,Ferric carboxymaltose
DB08918,Levomilnacipran
DB08930,Dolutegravir
DB08931,Riociguat
DB08932,Macitentan
DB08933,Luliconazole
DB08934,Sofosbuvir
DB08935,Obinutuzumab
DB08936,Chlorcyclizine
DB08938,Magaldrate
DB08941,Isoxsuprine
DB08942,Isoxicam
DB08943,Isoconazole
DB08944,Isoaminile
DB08946,Iopanoic acid
DB08947,Iopamidol
DB08949,Inositol nicotinate
DB08954,Ifenprodil
DB08958,Hexetidine
DB08964,Gemeprost
DB08965,Fusafungine
DB08966,Fursultiamine
DB08967,Dimetotiazine
DB08971,Fluocortolone
DB08973,Fluclorolone acetonide
DB08976,Floctafenine
DB08981,Fenbufen
DB08987,Etidocaine
DB08988,Ethoheptazine
DB08995,Diosmin
DB09009,Articaine
DB09015,Canrenoic acid
DB09016,Butriptyline
DB09019,Bromhexine
DB09020,Bisacodyl
DB09026,Aliskiren
DB09027,Ledipasvir
DB09029,Secukinumab
DB09030,Vorapaxar
DB09031,Miltefosine
DB09033,Vedolizumab
DB09034,Suvorexant
DB09035,Nivolumab
DB09036,Siltuximab
DB09037,Pembrolizumab
DB09038,Empagliflozin
DB09039,Eliglustat
DB09040,Efinaconazole
DB09041,Tavaborole
DB09042,Tedizolid phosphate
DB09043,Albiglutide
DB09045,Dulaglutide
DB09046,Metreleptin
DB09047,Finafloxacin
DB09048,Netupitant
DB09049,Naloxegol
DB09050,Ceftolozane
DB09051,Elosulfase alfa
DB09052,Blinatumomab
DB09053,Ibrutinib
DB09054,Idelalisib
DB09055,Acipimox
DB09056,Amorolfine
DB09057,Anthrax immune globulin human
DB09059,Atosiban
DB09060,Avibactam
DB09061,Cannabidiol
DB09063,Ceritinib
DB09064,Ciprofibrate
DB09065,Cobicistat
DB09066,Corifollitropin alfa
DB09067,Corticorelin ovine triflutate
DB09068,Vortioxetine
DB09069,Trimetazidine
DB09070,Tibolone
DB09071,Tasimelteon
DB09072,Sodium oxybate
DB09073,Palbociclib
DB09074,Olaparib
DB09075,Edoxaban
DB09076,Umeclidinium
DB09077,Dinutuximab
DB09078,Lenvatinib
DB09079,Nintedanib
DB09080,Olodaterol
DB09081,Idebenone
DB09082,Vilanterol
DB09083,Ivabradine
DB09084,Benzydamine
DB09085,Tetracaine
DB09086,Eugenol
DB09087,Potassium alum
DB09088,Amylocaine
DB09089,Trimebutine
DB09090,Pinaverium
DB09091,Tixocortol
DB09092,Xanthinol
DB09093,Chlortetracycline
DB09094,Podophyllin
DB09095,Difluocortolone
DB09096,Benzoyl peroxide
DB09097,Quinagolide
DB09098,Somatrem
DB09099,Somatostatin
DB09100,"Thyroid, porcine"
DB09101,Elvitegravir
DB09102,Daclatasvir
DB09103,Ancestim
DB09104,Magnesium hydroxide
DB09105,Asfotase alfa
DB09106,Hydroxyethyl Starch
DB09107,Methoxy polyethylene glycol-epoetin beta
DB09108,Simoctocog alfa
DB09109,Turoctocog alfa
DB09110,Coenzyme M
DB09111,Pentastarch
DB09112,Nitrous acid
DB09113,Poractant alfa
DB09114,Colfosceril palmitate
DB09115,Diiodohydroxyquinoline
DB09116,Calcium carbimide
DB09117,Paraldehyde
DB09118,Stiripentol
DB09119,Eslicarbazepine acetate
DB09120,Zucapsaicin
DB09121,Aurothioglucose
DB09122,Peginterferon beta-1a
DB09123,Dienogest
DB09124,Medrogestone
DB09125,Potassium citrate
DB09126,Chorionic Gonadotropin (Human)
DB09128,Brexpiprazole
DB09129,Chromic chloride
DB09130,Copper
DB09131,Cupric Chloride
DB09132,Gadoteric acid
DB09133,Iothalamic acid
DB09134,Ioversol
DB09135,Ioxilan
DB09136,Isosulfan blue
DB09137,Technetium Tc-99m mebrofenin
DB09138,Technetium Tc-99m medronate
DB09139,Technetium Tc-99m oxidronate
DB09140,Oxygen
DB09141,Protamine sulfate
DB09142,Sincalide
DB09143,Sonidegib
DB09144,Uridine triacetate
DB09145,Water
DB09146,Iron sucrose
DB09148,Florbetaben (18F)
DB09149,Florbetapir (18F)
DB09151,Flutemetamol (18F)
DB09152,Nitrogen
DB09153,Sodium chloride
DB09154,Sodium citrate
DB09155,Helium
DB09156,Iopromide
DB09157,Carbon dioxide
DB09158,Trypan blue free acid
DB09160,Technetium Tc-99m tetrofosmin
DB09161,Technetium Tc-99m sestamibi
DB09163,Technetium Tc-99m exametazime
DB09164,Technetium Tc-99m disofenin
DB09165,Technetium Tc-99m pyrophosphate
DB09167,Dosulepin
DB09183,Dasabuvir
DB09185,Viloxazine
DB09195,Lorpiprazole
DB09205,Moxisylyte
DB09208,Pegloticase
DB09209,Pholcodine
DB09210,Piracetam
DB09212,Loxoprofen
DB09213,Dexibuprofen
DB09214,Dexketoprofen
DB09216,Tolfenamic acid
DB09219,Bisoxatin
DB09220,Nicorandil
DB09222,Fibrinogen human
DB09225,Zotepine
DB09228,Conestat alfa
DB09236,Lacidipine
DB09237,Levamlodipine
DB09238,Manidipine
DB09241,Methylene blue
DB09242,Moxonidine
DB09255,Dextran
DB09256,Tegafur
DB09257,Gimeracil
DB09258,Bemiparin
DB09259,Reviparin
DB09260,Parnaparin
DB09261,Certoparin
DB09263,Patiromer
DB09264,Idarucizumab
DB09265,Lixisenatide
DB09266,Technetium Tc-99m tilmanocept
DB09267,Strontium ranelate
DB09268,Picosulfuric acid
DB09269,Phenylacetic acid
DB09270,Ubidecarenone
DB09272,Eluxadoline
DB09274,Artesunate
DB09275,Bismuth subcitrate potassium
DB09276,Sodium aurothiomalate
DB09277,Choline C 11
DB09278,Activated charcoal
DB09280,Lumacaftor
DB09281,Magnesium trisilicate
DB09282,Molsidomine
DB09287,Polyethylene glycol
DB09291,Rolapitant
DB09292,Sacubitril
DB09293,Iodide I-131
DB09296,Ombitasvir
DB09297,Paritaprevir
DB09299,Tenofovir alafenamide
DB09300,Butylscopolamine
DB09301,Chondroitin sulfate
DB09302,Alirocumab
DB09303,Evolocumab
DB09310,Catridecacog
DB09312,Antilymphocyte immunoglobulin (horse)
DB09313,Ioxaglic acid
DB09314,Technetium Tc-99m pertechnetate
DB09315,Xenon-133
DB09316,Thallous Chloride
DB09317,"Synthetic Conjugated Estrogens, A"
DB09318,"Synthetic Conjugated Estrogens, B"
DB09319,Carindacillin
DB09320,Procaine benzylpenicillin
DB09321,Zinc oxide
DB09322,Zinc sulfate
DB09324,Sulbactam
DB09325,Sodium fluoride
DB09326,Ammonia N-13
DB09327,Tegafur-uracil
DB09328,Vayarin
DB09329,"Antihemophilic Factor (Recombinant), PEGylated"
DB09330,Osimertinib
DB09331,Daratumumab
DB09332,Kappadione
DB09333,Iopodic acid
DB09334,Seractide acetate
DB09335,Alatrofloxacin
DB09336,Technetium Tc-99m nofetumomab merpentan
DB09337,Medical air
DB09340,Tyropanoic acid
DB09341,"Dextrose, unspecified form"
DB09342,Propoxycaine
DB09343,Tipiracil
DB09345,Pramocaine
DB09346,Metrizoic acid
DB09348,Propiolactone
DB09349,Gastric intrinsic factor
DB09350,Piperonyl butoxide
DB09351,Levobetaxolol
DB09352,Hydroxyamphetamine
DB09353,Octasulfur
DB09355,Sulfabenzamide
DB09357,Dexpanthenol
DB09364,Procaine merethoxylline
DB09366,Propyliodone
DB09369,Polyestradiol phosphate
DB09371,Norethynodrel
DB09372,Tannic acid
DB09373,Trolamine polypeptide oleate condensate
DB09374,Indocyanine green acid form
DB09375,Chymotrypsin
DB09376,Lapyrium
DB09378,Fluprednisolone
DB09379,Sutilain
DB09380,Sodium chromate Cr-51
DB09381,Esterified estrogens
DB09383,Meprednisone
DB09385,Cyanocobalamin Co-57
DB09389,Norgestrel
DB09394,Phosphoric acid
DB09395,Sodium acetate
DB09397,Technetium Tc-99m sulfur colloid
DB09398,Fluoride ion F-18
DB09400,Selenomethionine Se-75
DB09401,Isosorbide
DB09403,Iocetamic acid
DB09407,Magnesium chloride
DB09409,Magnesium acetate tetrahydrate
DB09413,Monopotassium phosphate
DB09414,Dipotassium phosphate
DB09418,Potassium perchlorate
DB09419,Xylose
DB09420,Iodide I-123
DB09421,Protirelin
DB09422,Soybean oil
DB09423,Technetium Tc-99m polyphosphate
DB09425,Indium In-111 pentetate
DB09429,Albumin iodinated I-125 serum
DB09430,Albumin iodinated I-131 serum
DB09443,Krypton Kr 81m
DB09446,Safflower oil
DB09447,Technetium Tc-99m albumin colloid
DB09449,"Sodium phosphate, monobasic"
DB09456,Insulin beef
DB09460,Sodium carbonate
DB09462,Glycerin
DB09472,Sodium sulfate
DB09473,Indium In-111 oxyquinoline
DB09477,Enalaprilat
DB09479,Rubidium Rb-82
DB09480,Iofetamine I-123
DB09481,Magnesium carbonate
DB09483,Potassium lactate
DB09484,Sodium fluorophosphate
DB09487,Iotrolan
DB09488,Acrivastine
DB09490,Indium In-111 chloride
DB09493,Technetium Tc-99m red blood cells
DB09494,Cetyl alcohol
DB09495,Avobenzone
DB09496,Octinoxate
DB09498,Strontium chloride Sr-89
DB09499,Thiosulfuric acid
DB09501,Ferric ammonium citrate
DB09502,Fludeoxyglucose (18F)
DB09507,Ferumoxsil
DB09508,Ferumoxides
DB09510,Urea C-13
DB09511,Talc
DB09512,Simethicone
DB09513,Urea C-14
DB09516,Mequinol
DB09517,Sodium ferric gluconate complex
DB09526,Hydroquinone
DB09527,Secretin porcine
DB09532,Secretin human
DB09534,Ecamsule
DB09535,Octocrylene
DB09536,Titanium dioxide
DB09537,Iodine povacrylex
DB09539,Omega-3-acid ethyl esters
DB09543,Methyl salicylate
DB09546,Iobenguane sulfate I-123
DB09551,Desoxyribonuclease
DB09552,Thonzonium
DB09555,Dexchlorpheniramine maleate
DB09559,Necitumumab
DB09561,Sodium glycerophosphate
DB09563,Choline C-11
DB09564,Insulin degludec
DB09567,Olive oil
DB09568,Omega-3-carboxylic acids
DB09570,Ixazomib
DB09571,Levmetamfetamine
DB09876,Clostridium tetani
